audio_path,caption,status,asset_id,source_recording_id,wind_intensity,contamination_score,quality_flags
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_5486_003304_003319.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_5486_003304_003319,5486,heavy,0.253673,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_5421_003302_003317.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_5421_003302_003317,5421,medium,0.284403,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215473_002356_002371.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_215473_002356_002371,215473,heavy,0.238468,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_5493_000879_000894.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_5493_000879_000894,5493,heavy,0.251903,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1536675_005667_005682.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1536675_005667_005682,1536675,medium,0.243804,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_4887_002248_002263.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_4887_002248_002263,4887,medium,0.291677,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1534209_002816_002831.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1534209_002816_002831,1534209,medium,0.203043,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215191_006457_006472.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_215191_006457_006472,215191,medium,0.236391,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_5486_003238_003253.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_5486_003238_003253,5486,heavy,0.237191,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1400016_004760_004775.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1400016_004760_004775,1400016,heavy,0.216590,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215473_000973_000988.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_215473_000973_000988,215473,heavy,0.273024,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_4887_000478_000493.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_4887_000478_000493,4887,medium,0.229520,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1679611_002125_002140.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1679611_002125_002140,1679611,medium,0.253762,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215185_001732_001747.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_215185_001732_001747,215185,medium,0.279155,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215467_006489_006504.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_215467_006489_006504,215467,medium,0.243315,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_445759_006045_006060.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_445759_006045_006060,445759,heavy,0.201950,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_5493_002653_002668.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_5493_002653_002668,5493,heavy,0.248068,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1400016_001802_001817.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1400016_001802_001817,1400016,heavy,0.278531,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1400024_005131_005146.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1400024_005131_005146,1400024,medium,0.209204,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1401701_005802_005817.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1401701_005802_005817,1401701,medium,0.243991,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1535362_005982_005997.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1535362_005982_005997,1535362,medium,0.207737,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215191_006284_006299.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_215191_006284_006299,215191,medium,0.289347,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1534211_002675_002690.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1534211_002675_002690,1534211,heavy,0.199009,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1679611_004279_004294.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1679611_004279_004294,1679611,medium,0.296353,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1401104_001140_001155.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1401104_001140_001155,1401104,medium,0.233711,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215467_002353_002368.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_215467_002353_002368,215467,medium,0.242584,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_5413_002074_002089.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_5413_002074_002089,5413,medium,0.252322,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_216466_002726_002741.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_216466_002726_002741,216466,heavy,0.236130,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1535362_004107_004122.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1535362_004107_004122,1535362,medium,0.281506,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215473_006056_006071.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_215473_006056_006071,215473,heavy,0.289632,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1313184_006451_006466.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1313184_006451_006466,1313184,heavy,0.287301,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1401100_000997_001012.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1401100_000997_001012,1401100,medium,0.267752,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_5299_002749_002764.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_5299_002749_002764,5299,light,0.210537,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_214503_005443_005458.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_214503_005443_005458,214503,medium,0.242651,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_214836_002435_002450.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_214836_002435_002450,214836,medium,0.286907,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215192_001929_001944.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_215192_001929_001944,215192,medium,0.247584,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_445592_001567_001582.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_445592_001567_001582,445592,medium,0.246638,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215103_005821_005836.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_215103_005821_005836,215103,medium,0.285402,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1535837_002574_002589.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1535837_002574_002589,1535837,medium,0.250342,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_445759_006756_006771.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_445759_006756_006771,445759,heavy,0.169369,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_445759_000655_000670.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_445759_000655_000670,445759,heavy,0.235018,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215191_005671_005686.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_215191_005671_005686,215191,medium,0.288377,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_4889_006727_006742.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_4889_006727_006742,4889,medium,0.278005,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1400378_001105_001120.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1400378_001105_001120,1400378,medium,0.270918,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215122_002785_002800.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_215122_002785_002800,215122,medium,0.272178,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1313184_001227_001242.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1313184_001227_001242,1313184,heavy,0.195384,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_445765_000540_000555.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_445765_000540_000555,445765,heavy,0.255159,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1402288_000752_000767.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1402288_000752_000767,1402288,heavy,0.263970,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_445592_006342_006357.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_445592_006342_006357,445592,medium,0.262554,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1669477_001576_001591.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1669477_001576_001591,1669477,medium,0.291954,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_214833_007122_007137.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_214833_007122_007137,214833,medium,0.260021,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1535538_005360_005375.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1535538_005360_005375,1535538,heavy,0.297535,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1534211_000945_000960.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1534211_000945_000960,1534211,heavy,0.285325,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215109_005131_005146.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_215109_005131_005146,215109,medium,0.298097,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1535362_003737_003752.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1535362_003737_003752,1535362,medium,0.278793,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1400378_001111_001126.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1400378_001111_001126,1400378,medium,0.255439,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_5495_003676_003691.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_5495_003676_003691,5495,light,0.285439,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1680197_002057_002072.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1680197_002057_002072,1680197,heavy,0.270274,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1401228_000906_000921.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1401228_000906_000921,1401228,medium,0.290481,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_445532_000402_000417.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_445532_000402_000417,445532,medium,0.265414,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1679611_002145_002160.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1679611_002145_002160,1679611,medium,0.258981,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_445592_004519_004534.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_445592_004519_004534,445592,medium,0.265271,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1682477_005624_005639.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1682477_005624_005639,1682477,medium,0.295244,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215122_003988_004003.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_215122_003988_004003,215122,medium,0.294701,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_445532_002841_002856.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_445532_002841_002856,445532,medium,0.257248,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1401564_006213_006228.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_1401564_006213_006228,1401564,medium,0.268625,site_ready;server_a_promoted;local_staging
acoustic_ai/layers/layer_b/attempts/murphy__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_445534_005193_005208.wav,"steady wind through dry woodland trees, Bowra dry woodland, Australia, no music, no machinery, no birds, no insects",ok,site_mvp002_site257_445534_005193_005208,445534,medium,0.284915,site_ready;server_a_promoted;local_staging
