segment_id,source_clip,diel_bin,season,hour_sin,hour_cos,month_sin,month_cos,cell
1313484_clip004_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313484/site_257_item_1313484_clip_004.webm,dawn,autumn,0.965926,0.258819,0.5,-0.866025,autumn_dawn
1313484_clip004_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313484/site_257_item_1313484_clip_004.webm,dawn,autumn,0.965926,0.258819,0.5,-0.866025,autumn_dawn
1313484_clip005_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313484/site_257_item_1313484_clip_005.webm,dawn,autumn,0.965926,0.258819,0.5,-0.866025,autumn_dawn
1313484_clip006_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313484/site_257_item_1313484_clip_006.webm,dawn,autumn,0.965926,0.258819,0.5,-0.866025,autumn_dawn
1313484_clip006_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313484/site_257_item_1313484_clip_006.webm,dawn,autumn,0.965926,0.258819,0.5,-0.866025,autumn_dawn
1313484_clip006_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313484/site_257_item_1313484_clip_006.webm,dawn,autumn,0.965926,0.258819,0.5,-0.866025,autumn_dawn
1313484_clip007_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313484/site_257_item_1313484_clip_007.webm,dawn,autumn,0.965926,0.258819,0.5,-0.866025,autumn_dawn
1402571_clip018_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1402571/site_257_item_1402571_clip_018.webm,dawn,autumn,0.866025,0.5,1.0,0.0,autumn_dawn
1534205_clip020_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1534205/site_257_item_1534205_clip_020.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1534205_clip020_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1534205/site_257_item_1534205_clip_020.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1534205_clip023_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1534205/site_257_item_1534205_clip_023.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535269_clip009_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535269/site_257_item_1535269_clip_009.webm,dawn,autumn,0.866025,0.5,0.5,-0.866025,autumn_dawn
1535269_clip010_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535269/site_257_item_1535269_clip_010.webm,dawn,autumn,0.866025,0.5,0.5,-0.866025,autumn_dawn
1535269_clip010_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535269/site_257_item_1535269_clip_010.webm,dawn,autumn,0.866025,0.5,0.5,-0.866025,autumn_dawn
1535269_clip021_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535269/site_257_item_1535269_clip_021.webm,dawn,autumn,0.866025,0.5,0.5,-0.866025,autumn_dawn
1535269_clip021_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535269/site_257_item_1535269_clip_021.webm,dawn,autumn,0.866025,0.5,0.5,-0.866025,autumn_dawn
1535269_clip023_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535269/site_257_item_1535269_clip_023.webm,dawn,autumn,0.866025,0.5,0.5,-0.866025,autumn_dawn
1535548_clip005_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535548/site_257_item_1535548_clip_005.webm,dawn,autumn,0.965926,0.258819,0.866025,-0.5,autumn_dawn
1671221_clip004_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1671221/site_257_item_1671221_clip_004.webm,dawn,autumn,1.0,0.0,0.5,-0.866025,autumn_dawn
1671221_clip004_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1671221/site_257_item_1671221_clip_004.webm,dawn,autumn,1.0,0.0,0.5,-0.866025,autumn_dawn
1680496_clip002_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1680496/site_257_item_1680496_clip_002.webm,dawn,autumn,1.0,0.0,0.5,-0.866025,autumn_dawn
1680496_clip002_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1680496/site_257_item_1680496_clip_002.webm,dawn,autumn,1.0,0.0,0.5,-0.866025,autumn_dawn
216086_clip002_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_002.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
216086_clip003_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_003.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
216086_clip007_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_007.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
216086_clip011_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_011.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
216086_clip011_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_011.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
216086_clip013_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_013.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
216086_clip015_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_015.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
216086_clip016_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_016.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
216086_clip018_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_018.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
216086_clip024_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216086/site_257_item_216086_clip_024.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
216466_clip011_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216466/site_257_item_216466_clip_011.webm,dawn,autumn,1.0,0.0,0.866025,-0.5,autumn_dawn
216466_clip014_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216466/site_257_item_216466_clip_014.webm,dawn,autumn,1.0,0.0,0.866025,-0.5,autumn_dawn
216466_clip018_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216466/site_257_item_216466_clip_018.webm,dawn,autumn,1.0,0.0,0.866025,-0.5,autumn_dawn
216466_clip020_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216466/site_257_item_216466_clip_020.webm,dawn,autumn,1.0,0.0,0.866025,-0.5,autumn_dawn
216466_clip022_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216466/site_257_item_216466_clip_022.webm,dawn,autumn,1.0,0.0,0.866025,-0.5,autumn_dawn
216595_clip010_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216595/site_257_item_216595_clip_010.webm,dawn,autumn,1.0,0.0,0.866025,-0.5,autumn_dawn
216140_clip022_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216140/site_257_item_216140_clip_022.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
216463_clip015_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216463/site_257_item_216463_clip_015.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
216463_clip016_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216463/site_257_item_216463_clip_016.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
216597_clip007_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216597/site_257_item_216597_clip_007.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
216597_clip013_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216597/site_257_item_216597_clip_013.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
216597_clip016_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216597/site_257_item_216597_clip_016.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
216597_clip018_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216597/site_257_item_216597_clip_018.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
216597_clip018_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216597/site_257_item_216597_clip_018.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
216597_clip019_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216597/site_257_item_216597_clip_019.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
216597_clip020_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216597/site_257_item_216597_clip_020.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
216597_clip021_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216597/site_257_item_216597_clip_021.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
216597_clip023_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216597/site_257_item_216597_clip_023.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
216623_clip024_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_216623/site_257_item_216623_clip_024.webm,dawn,autumn,1.0,0.0,0.866025,-0.5,autumn_dawn
1312949_clip005_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1312949/site_257_item_1312949_clip_005.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1312949_clip006_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1312949/site_257_item_1312949_clip_006.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1312949_clip009_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1312949/site_257_item_1312949_clip_009.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1312949_clip010_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1312949/site_257_item_1312949_clip_010.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1312949_clip010_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1312949/site_257_item_1312949_clip_010.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1312949_clip015_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1312949/site_257_item_1312949_clip_015.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1312949_clip020_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1312949/site_257_item_1312949_clip_020.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1312949_clip021_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1312949/site_257_item_1312949_clip_021.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1312949_clip024_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1312949/site_257_item_1312949_clip_024.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1313093_clip003_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313093/site_257_item_1313093_clip_003.webm,dawn,autumn,1.0,0.0,0.866025,-0.5,autumn_dawn
1313093_clip023_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313093/site_257_item_1313093_clip_023.webm,dawn,autumn,1.0,0.0,0.866025,-0.5,autumn_dawn
1313153_clip003_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313153/site_257_item_1313153_clip_003.webm,dawn,autumn,1.0,0.0,0.866025,-0.5,autumn_dawn
1313153_clip003_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313153/site_257_item_1313153_clip_003.webm,dawn,autumn,1.0,0.0,0.866025,-0.5,autumn_dawn
1313153_clip003_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313153/site_257_item_1313153_clip_003.webm,dawn,autumn,1.0,0.0,0.866025,-0.5,autumn_dawn
1313153_clip013_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313153/site_257_item_1313153_clip_013.webm,dawn,autumn,1.0,0.0,0.866025,-0.5,autumn_dawn
1313153_clip019_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313153/site_257_item_1313153_clip_019.webm,dawn,autumn,1.0,0.0,0.866025,-0.5,autumn_dawn
1313417_clip007_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313417/site_257_item_1313417_clip_007.webm,dawn,autumn,1.0,0.0,0.866025,-0.5,autumn_dawn
1313417_clip012_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313417/site_257_item_1313417_clip_012.webm,dawn,autumn,1.0,0.0,0.866025,-0.5,autumn_dawn
1313417_clip020_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313417/site_257_item_1313417_clip_020.webm,dawn,autumn,1.0,0.0,0.866025,-0.5,autumn_dawn
1401994_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401994/site_257_item_1401994_clip_017.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
1401994_clip020_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1401994/site_257_item_1401994_clip_020.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
1403161_clip012_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1403161/site_257_item_1403161_clip_012.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
1403161_clip022_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1403161/site_257_item_1403161_clip_022.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
1403191_clip003_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1403191/site_257_item_1403191_clip_003.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
1403191_clip004_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1403191/site_257_item_1403191_clip_004.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
1403191_clip005_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1403191/site_257_item_1403191_clip_005.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
1403191_clip019_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1403191/site_257_item_1403191_clip_019.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
1403191_clip019_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1403191/site_257_item_1403191_clip_019.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
1535883_clip005_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535883/site_257_item_1535883_clip_005.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
1535883_clip018_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535883/site_257_item_1535883_clip_018.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
1535883_clip021_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535883/site_257_item_1535883_clip_021.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
1534215_clip013_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1534215/site_257_item_1534215_clip_013.webm,dawn,autumn,0.866025,0.5,0.5,-0.866025,autumn_dawn
1535461_clip002_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535461/site_257_item_1535461_clip_002.webm,dawn,autumn,1.0,0.0,0.866025,-0.5,autumn_dawn
1535461_clip019_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535461/site_257_item_1535461_clip_019.webm,dawn,autumn,1.0,0.0,0.866025,-0.5,autumn_dawn
1535533_clip001_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_001.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip001_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_001.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip002_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_002.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip002_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_002.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip004_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_004.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip005_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_005.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip005_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_005.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip006_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_006.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip006_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_006.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip008_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_008.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip008_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_008.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip008_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_008.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip008_s003,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_008.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip009_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_009.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip009_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_009.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip009_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_009.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip010_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_010.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip012_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_012.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip012_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_012.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip012_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_012.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip012_s003,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_012.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip013_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_013.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip013_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_013.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_017.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip017_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_017.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip019_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_019.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip019_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_019.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip019_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_019.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip019_s003,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_019.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1535533_clip021_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1535533/site_257_item_1535533_clip_021.webm,dawn,autumn,0.866025,0.5,0.866025,-0.5,autumn_dawn
1536460_clip001_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536460/site_257_item_1536460_clip_001.webm,dawn,autumn,1.0,0.0,0.5,-0.866025,autumn_dawn
1536460_clip002_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536460/site_257_item_1536460_clip_002.webm,dawn,autumn,1.0,0.0,0.5,-0.866025,autumn_dawn
1536460_clip002_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536460/site_257_item_1536460_clip_002.webm,dawn,autumn,1.0,0.0,0.5,-0.866025,autumn_dawn
1536688_clip001_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536688/site_257_item_1536688_clip_001.webm,dawn,autumn,0.965926,0.258819,0.866025,-0.5,autumn_dawn
1536688_clip001_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536688/site_257_item_1536688_clip_001.webm,dawn,autumn,0.965926,0.258819,0.866025,-0.5,autumn_dawn
1536894_clip010_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536894/site_257_item_1536894_clip_010.webm,dawn,autumn,0.866025,0.5,0.5,-0.866025,autumn_dawn
1536894_clip014_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536894/site_257_item_1536894_clip_014.webm,dawn,autumn,0.866025,0.5,0.5,-0.866025,autumn_dawn
1536894_clip016_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536894/site_257_item_1536894_clip_016.webm,dawn,autumn,0.866025,0.5,0.5,-0.866025,autumn_dawn
1536894_clip016_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536894/site_257_item_1536894_clip_016.webm,dawn,autumn,0.866025,0.5,0.5,-0.866025,autumn_dawn
1536894_clip017_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536894/site_257_item_1536894_clip_017.webm,dawn,autumn,0.866025,0.5,0.5,-0.866025,autumn_dawn
1536894_clip022_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536894/site_257_item_1536894_clip_022.webm,dawn,autumn,0.866025,0.5,0.5,-0.866025,autumn_dawn
1536894_clip023_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536894/site_257_item_1536894_clip_023.webm,dawn,autumn,0.866025,0.5,0.5,-0.866025,autumn_dawn
1536894_clip023_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536894/site_257_item_1536894_clip_023.webm,dawn,autumn,0.866025,0.5,0.5,-0.866025,autumn_dawn
1536894_clip023_s002,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1536894/site_257_item_1536894_clip_023.webm,dawn,autumn,0.866025,0.5,0.5,-0.866025,autumn_dawn
1670251_clip002_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1670251/site_257_item_1670251_clip_002.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
1670251_clip010_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1670251/site_257_item_1670251_clip_010.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
1670251_clip010_s001,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1670251/site_257_item_1670251_clip_010.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
1670441_clip004_s000,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1670441/site_257_item_1670441_clip_004.webm,dawn,autumn,1.0,0.0,1.0,0.0,autumn_dawn
