asset_id,clip_path,source_type,source_site_id,source_recording_id,start_s,end_s,duration_s,primary_weather,has_rain,has_wind,has_thunder,rain_intensity,wind_intensity,thunder_intensity,mixed_weather,layer_d_role,layer_d_use,analysis_use,analysis_label_quality,human_audit_status,human_weather_label,human_notes,clap_rain_score,clap_wind_score,clap_thunder_score,clap_top_label,contamination_label,env_bucket,quality_flags,run_id
site_mvp002_site257_214659_001523_001538,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/rain_wind_mixed/rain_wind_mixed__rain_wind__site257_214659_001523_001538.wav,site,257,214659,1523.0,1538.0,15.0,rain+wind,true,true,false,medium,medium,none,true,rain_wind_mixed,primary,site_ready_pool,site_policy_v03_provisional,site_ready,rain+wind,usable_rain_with_wind_overlap,0.377466,0.528491,0.549582,thunder,human_or_machine,storm_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_216086_006035_006050,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/rain_wind_mixed/rain_wind_mixed__rain_wind__site257_216086_006035_006050.wav,site,257,216086,6035.0,6050.0,15.0,rain+wind,true,true,false,medium,medium,none,true,rain_wind_mixed,primary,site_ready_pool,site_policy_v03_provisional,site_ready,rain+wind,usable_rain_with_wind_overlap,0.411558,0.505101,0.337817,wind,bird_or_insect,rain_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_216086_006050_006065,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/rain_wind_mixed/rain_wind_mixed__rain_wind__site257_216086_006050_006065.wav,site,257,216086,6050.0,6065.0,15.0,rain+wind,true,true,false,medium,medium,none,true,rain_wind_mixed,primary,site_ready_pool,site_policy_v03_provisional,site_ready,rain+wind,usable_rain_with_wind_overlap,0.370992,0.533478,0.427187,wind,human_or_machine,rain_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1313184_000390_000405,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1313184_000390_000405.wav,site,257,1313184,390.0,405.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.36141,0.567586,0.38728,wind,human_or_machine,storm_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_215474_002465_002480,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215474_002465_002480.wav,site,257,215474,2465.0,2480.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.444527,0.555687,0.378619,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_216088_005471_005486,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_216088_005471_005486.wav,site,257,216088,5471.0,5486.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.34618,0.588701,0.462103,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_215192_005663_005678,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215192_005663_005678.wav,site,257,215192,5663.0,5678.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.283652,0.58344,0.376578,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_215474_005303_005318,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215474_005303_005318.wav,site,257,215474,5303.0,5318.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.418971,0.547947,0.474317,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_445592_003252_003267,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_445592_003252_003267.wav,site,257,445592,3252.0,3267.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.413732,0.572305,0.466599,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1400024_000225_000240,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1400024_000225_000240.wav,site,257,1400024,225.0,240.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.302889,0.564506,0.328766,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_215185_002576_002591,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215185_002576_002591.wav,site,257,215185,2576.0,2591.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.354947,0.573817,0.375068,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_5486_000323_000338,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_5486_000323_000338.wav,site,257,5486,323.0,338.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.342669,0.573163,0.394378,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1313184_002222_002237,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1313184_002222_002237.wav,site,257,1313184,2222.0,2237.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.359808,0.517718,0.375908,wind,bird_or_insect,storm_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_4881_005831_005846,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_4881_005831_005846.wav,site,257,4881,5831.0,5846.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.369127,0.56873,0.399112,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_215467_003974_003989,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215467_003974_003989.wav,site,257,215467,3974.0,3989.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.323128,0.557751,0.319957,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_214659_001698_001713,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_214659_001698_001713.wav,site,257,214659,1698.0,1713.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.288228,0.550089,0.357752,wind,human_or_machine,storm_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_214503_003510_003525,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_214503_003510_003525.wav,site,257,214503,3510.0,3525.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.334027,0.552334,0.341853,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_5486_003304_003319,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_5486_003304_003319.wav,site,257,5486,3304.0,3319.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.313044,0.555023,0.492755,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_5421_003302_003317,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_5421_003302_003317.wav,site,257,5421,3302.0,3317.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.329839,0.561538,0.36347,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_215473_002356_002371,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215473_002356_002371.wav,site,257,215473,2356.0,2371.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.341078,0.549852,0.492966,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_5493_000879_000894,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_5493_000879_000894.wav,site,257,5493,879.0,894.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.292589,0.506528,0.425494,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1536675_005667_005682,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1536675_005667_005682.wav,site,257,1536675,5667.0,5682.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.354467,0.547638,0.318201,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_4887_002248_002263,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_4887_002248_002263.wav,site,257,4887,2248.0,2263.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.353726,0.557935,0.326306,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1534209_002816_002831,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1534209_002816_002831.wav,site,257,1534209,2816.0,2831.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.284582,0.535629,0.396506,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_215191_006457_006472,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215191_006457_006472.wav,site,257,215191,6457.0,6472.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.391846,0.543434,0.313542,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_5486_003238_003253,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_5486_003238_003253.wav,site,257,5486,3238.0,3253.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.335882,0.541879,0.318086,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1400016_004760_004775,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1400016_004760_004775.wav,site,257,1400016,4760.0,4775.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.30781,0.536025,0.354913,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_215473_000973_000988,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215473_000973_000988.wav,site,257,215473,973.0,988.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.371736,0.548847,0.344141,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_4887_000478_000493,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_4887_000478_000493.wav,site,257,4887,478.0,493.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.326845,0.538533,0.283523,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1679611_002125_002140,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1679611_002125_002140.wav,site,257,1679611,2125.0,2140.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.326713,0.539263,0.325854,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_215185_001732_001747,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215185_001732_001747.wav,site,257,215185,1732.0,1747.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.387066,0.542201,0.450296,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_215467_006489_006504,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215467_006489_006504.wav,site,257,215467,6489.0,6504.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.290669,0.532303,0.405058,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_445759_006045_006060,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_445759_006045_006060.wav,site,257,445759,6045.0,6060.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.419703,0.519004,0.369536,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_5493_002653_002668,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_5493_002653_002668.wav,site,257,5493,2653.0,2668.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.34034,0.485629,0.276923,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1400016_001802_001817,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1400016_001802_001817.wav,site,257,1400016,1802.0,1817.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.376683,0.536888,0.434004,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1400024_005131_005146,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1400024_005131_005146.wav,site,257,1400024,5131.0,5146.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.219166,0.51663,0.403145,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1401701_005802_005817,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1401701_005802_005817.wav,site,257,1401701,5802.0,5817.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.275216,0.524568,0.447125,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1535362_005982_005997,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1535362_005982_005997.wav,site,257,1535362,5982.0,5997.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.386192,0.515779,0.314551,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_215191_006284_006299,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215191_006284_006299.wav,site,257,215191,6284.0,6299.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.322749,0.534283,0.331711,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1534211_002675_002690,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1534211_002675_002690.wav,site,257,1534211,2675.0,2690.0,15.0,wind,false,true,false,none,heavy,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.298713,0.510992,0.4285,wind,bird_or_insect,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1679611_004279_004294,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1679611_004279_004294.wav,site,257,1679611,4279.0,4294.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.310606,0.533765,0.368986,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_1401104_001140_001155,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_1401104_001140_001155.wav,site,257,1401104,1140.0,1155.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.281853,0.516064,0.416929,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
site_mvp002_site257_215467_002353_002368,acoustic_ai/layers/layer_b/attempts/lucas__smoke_1__curated_assets/data/weather/site_mvp_002/wind_primary/wind_primary__wind__site257_215467_002353_002368.wav,site,257,215467,2353.0,2368.0,15.0,wind,false,true,false,none,medium,none,false,wind_primary,primary,site_ready_pool,site_policy_v03_provisional,site_ready,wind,clear_wind_target_score,0.300676,0.515583,0.449578,wind,human_or_machine,wind_env_prior,site_ready;server_a_promoted;local_staging,site_mvp_002_rain_expansion
