segment_id,hour_sin,hour_cos,month_sin,month_cos,season_spring,season_summer,season_autumn,season_winter,diel_dawn,diel_morning,diel_afternoon,diel_night
1313286_clip011_s000,-0.5,0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313286_clip011_s001,-0.5,0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313286_clip011_s002,-0.5,0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313286_clip011_s003,-0.5,0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313286_clip012_s000,-0.5,0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313286_clip013_s000,-0.5,0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313286_clip014_s000,-0.5,0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313286_clip015_s000,-0.5,0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313286_clip016_s000,-0.5,0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313286_clip016_s001,-0.5,0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313286_clip017_s000,-0.5,0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313286_clip017_s001,-0.5,0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313384_clip001_s000,1.0,0.0,0.866025,-0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1313384_clip003_s000,1.0,0.0,0.866025,-0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1313384_clip003_s001,1.0,0.0,0.866025,-0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1313384_clip005_s000,1.0,0.0,0.866025,-0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1313384_clip005_s001,1.0,0.0,0.866025,-0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1313384_clip006_s000,1.0,0.0,0.866025,-0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1313384_clip006_s001,1.0,0.0,0.866025,-0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1313384_clip006_s002,1.0,0.0,0.866025,-0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1313390_clip001_s000,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313390_clip001_s001,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313390_clip001_s002,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313390_clip002_s000,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313390_clip003_s000,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313390_clip005_s000,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313390_clip006_s000,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313390_clip006_s001,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313390_clip007_s000,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313390_clip008_s000,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313390_clip008_s001,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313390_clip008_s002,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313390_clip008_s003,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313390_clip008_s004,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313390_clip009_s000,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313390_clip009_s001,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313390_clip009_s002,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313390_clip010_s000,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313390_clip010_s001,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313390_clip011_s000,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313390_clip011_s001,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313390_clip011_s002,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313390_clip011_s003,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313390_clip011_s004,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313390_clip012_s000,-0.258819,0.965926,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313392_clip007_s000,-0.5,-0.866025,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313392_clip011_s000,-0.5,-0.866025,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313392_clip011_s001,-0.5,-0.866025,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313392_clip022_s000,-0.5,-0.866025,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313392_clip022_s001,-0.5,-0.866025,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip001_s000,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip001_s001,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip002_s000,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip004_s000,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip005_s000,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip005_s001,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip006_s000,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip006_s001,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip006_s002,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip008_s000,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip009_s000,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip009_s001,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip009_s002,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip013_s000,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip013_s001,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip013_s002,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip015_s000,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip015_s001,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip015_s002,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip015_s003,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip015_s004,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip017_s000,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip017_s001,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip018_s000,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip018_s001,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip018_s002,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip018_s003,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip019_s000,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip019_s001,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip020_s000,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip020_s001,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip023_s000,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313480_clip024_s000,-0.5,-0.866025,0.5,-0.866025,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1313484_clip001_s000,0.965926,0.258819,0.5,-0.866025,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1313484_clip003_s000,0.965926,0.258819,0.5,-0.866025,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1313484_clip003_s001,0.965926,0.258819,0.5,-0.866025,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1313484_clip003_s002,0.965926,0.258819,0.5,-0.866025,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1313484_clip004_s000,0.965926,0.258819,0.5,-0.866025,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1313484_clip004_s001,0.965926,0.258819,0.5,-0.866025,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1313484_clip005_s000,0.965926,0.258819,0.5,-0.866025,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1313484_clip006_s000,0.965926,0.258819,0.5,-0.866025,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1313484_clip006_s001,0.965926,0.258819,0.5,-0.866025,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1313484_clip006_s002,0.965926,0.258819,0.5,-0.866025,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1313484_clip007_s000,0.965926,0.258819,0.5,-0.866025,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1313667_clip001_s000,-0.5,0.866025,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313667_clip002_s000,-0.5,0.866025,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313667_clip005_s000,-0.5,0.866025,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313667_clip009_s000,-0.5,0.866025,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313667_clip009_s001,-0.5,0.866025,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313667_clip011_s000,-0.5,0.866025,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313667_clip012_s000,-0.5,0.866025,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313667_clip013_s000,-0.5,0.866025,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313667_clip015_s000,-0.5,0.866025,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313667_clip018_s000,-0.5,0.866025,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313667_clip018_s001,-0.5,0.866025,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313667_clip024_s000,-0.5,0.866025,0.866025,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1313802_clip001_s000,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313802_clip001_s001,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313802_clip001_s002,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313802_clip002_s000,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313802_clip002_s001,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313802_clip003_s000,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313802_clip003_s001,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313802_clip004_s000,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313802_clip004_s001,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313802_clip005_s000,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313802_clip007_s000,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313802_clip007_s001,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313802_clip009_s000,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313802_clip024_s000,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313804_clip002_s000,-0.5,-0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313804_clip005_s000,-0.5,-0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313804_clip006_s000,-0.5,-0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313804_clip008_s000,-0.5,-0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313804_clip008_s001,-0.5,-0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313804_clip008_s002,-0.5,-0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313804_clip008_s003,-0.5,-0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313804_clip009_s000,-0.5,-0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313804_clip010_s000,-0.5,-0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313804_clip011_s000,-0.5,-0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313804_clip017_s000,-0.5,-0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313804_clip017_s001,-0.5,-0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313804_clip020_s000,-0.5,-0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313809_clip017_s000,-0.5,0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1313809_clip021_s000,-0.5,0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1313809_clip022_s000,-0.5,0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1313809_clip022_s001,-0.5,0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1313809_clip022_s002,-0.5,0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1313828_clip001_s000,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313828_clip001_s001,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313828_clip002_s000,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313828_clip002_s001,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313828_clip004_s000,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313828_clip006_s000,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313828_clip007_s000,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313828_clip007_s001,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313828_clip008_s000,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313828_clip008_s001,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313828_clip011_s000,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313828_clip012_s000,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313828_clip012_s001,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313828_clip013_s000,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313828_clip013_s001,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313828_clip014_s000,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313828_clip015_s000,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313828_clip016_s000,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313828_clip020_s000,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313828_clip021_s000,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313828_clip021_s001,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1313831_clip011_s000,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313831_clip014_s000,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313831_clip014_s001,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313831_clip014_s002,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313831_clip015_s000,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313831_clip016_s000,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313831_clip016_s001,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313831_clip017_s000,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313831_clip019_s000,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313831_clip019_s001,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313831_clip019_s002,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313831_clip020_s000,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313831_clip023_s000,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1313833_clip003_s000,-0.5,0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1313833_clip009_s000,-0.5,0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1313833_clip014_s000,-0.5,0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1313833_clip017_s000,-0.5,0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1313833_clip018_s000,-0.5,0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1313833_clip019_s000,-0.5,0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1313833_clip022_s000,-0.5,0.866025,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1314116_clip001_s000,1.0,0.0,-0.5,-0.866025,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1314116_clip003_s000,1.0,0.0,-0.5,-0.866025,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1314116_clip005_s000,1.0,0.0,-0.5,-0.866025,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1314116_clip005_s001,1.0,0.0,-0.5,-0.866025,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1314118_clip012_s000,0.866025,-0.5,-0.5,-0.866025,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1314130_clip002_s000,-0.5,0.866025,-0.5,-0.866025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1314130_clip003_s000,-0.5,0.866025,-0.5,-0.866025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1314130_clip017_s000,-0.5,0.866025,-0.5,-0.866025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1314130_clip018_s000,-0.5,0.866025,-0.5,-0.866025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
