snippet_id,event_type,species_common_name,species_scientific_name,audio_event_id,audio_path,score,quality_score,diel_bin,season,duration_s,recording_id,event_start_seconds,event_end_seconds,source_manifest,verdict,notes
chestnut_rumped_thornbill_top35_11_16989993,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,16989993,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/11_audioevent_16989993/bandpass_tightcrop_3500_9500hz.wav,0.9924,0.9924,dawn,unknown,1.2,1535479,2361.0,2364.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,"human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; no hard overlapping annotation in bandpass crop; spectral_clutter_ok coverage=0.0093, components_per_s=2.50, col_gt25=0.0000"
chestnut_rumped_thornbill_top35_12_6385870,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,6385870,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/12_audioevent_6385870/bandpass_tightcrop_3500_9500hz.wav,0.9923,0.9923,dawn,unknown,3.248,1539248,6204.0,6207.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,"human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; no hard overlapping annotation in bandpass crop; spectral_clutter_ok coverage=0.0176, components_per_s=11.08, col_gt25=0.0000"
chestnut_rumped_thornbill_top35_13_12478948,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,12478948,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/13_audioevent_12478948/bandpass_tightcrop_3500_9500hz.wav,0.9918,0.9918,dawn,unknown,1.431,214654,7005.0,7008.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,"human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; no hard overlapping annotation in bandpass crop; spectral_clutter_ok coverage=0.0211, components_per_s=7.68, col_gt25=0.0000"
chestnut_rumped_thornbill_top35_14_16658912,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,16658912,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/14_audioevent_16658912/bandpass_tightcrop_3500_9500hz.wav,0.9916,0.9916,dawn,unknown,5.0,1539751,6921.0,6924.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,"human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; no hard overlapping annotation in bandpass crop; spectral_clutter_ok coverage=0.0126, components_per_s=8.40, col_gt25=0.0000"
chestnut_rumped_thornbill_top35_15_18219588,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,18219588,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/15_audioevent_18219588/bandpass_tightcrop_3500_9500hz.wav,0.9908,0.9908,dawn,unknown,1.402,1679765,1071.0,1074.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; spectrogram_warning:spectral_clutter_coverage=0.0272>0.0240
chestnut_rumped_thornbill_top35_16_16421839,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,16421839,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/16_audioevent_16421839/bandpass_tightcrop_3500_9500hz.wav,0.9897,0.9897,dawn,unknown,1.443,1400770,2415.0,2418.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,"human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; no hard overlapping annotation in bandpass crop; spectral_clutter_ok coverage=0.0178, components_per_s=2.77, col_gt25=0.0000"
chestnut_rumped_thornbill_top35_17_19855098,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,19855098,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/17_audioevent_19855098/bandpass_tightcrop_3500_9500hz.wav,0.9895,0.9895,dawn,unknown,4.258,216330,6153.0,6156.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,"human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; no hard overlapping annotation in bandpass crop; spectral_clutter_ok coverage=0.0118, components_per_s=7.04, col_gt25=0.0000"
chestnut_rumped_thornbill_top35_18_14613025,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,14613025,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/18_audioevent_14613025/bandpass_tightcrop_3500_9500hz.wav,0.9886,0.9886,dawn,unknown,1.495,1668620,6834.0,6837.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,"human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; no hard overlapping annotation in bandpass crop; spectral_clutter_ok coverage=0.0143, components_per_s=7.36, col_gt25=0.0000"
chestnut_rumped_thornbill_top35_19_592654,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,592654,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/19_audioevent_592654/bandpass_tightcrop_3500_9500hz.wav,0.9881,0.9881,dawn,unknown,5.0,1678301,486.0,489.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,"human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; no hard overlapping annotation in bandpass crop; spectral_clutter_ok coverage=0.0105, components_per_s=6.20, col_gt25=0.0046"
chestnut_rumped_thornbill_top35_20_17473843,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,17473843,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/20_audioevent_17473843/bandpass_tightcrop_3500_9500hz.wav,0.9875,0.9875,dawn,unknown,5.0,215068,6894.0,6897.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; spectrogram_warning:too_many_bright_call_marks_per_s=23.60>12.00
chestnut_rumped_thornbill_top35_21_15431457,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,15431457,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/21_audioevent_15431457/bandpass_tightcrop_3500_9500hz.wav,0.9873,0.9873,dawn,unknown,2.987,1402246,6765.0,6768.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; spectrogram_warning:too_many_bright_call_marks_per_s=15.73>12.00
chestnut_rumped_thornbill_top35_22_24016543,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,24016543,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/22_audioevent_24016543/bandpass_tightcrop_3500_9500hz.wav,0.9872,0.9872,dawn,unknown,5.0,214857,4437.0,4440.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,"human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; 24016542:0.955:0.76s:nan; target_call_overlap_warning=24016542:0.955:0.76s:nan; spectral_clutter_ok coverage=0.0107, components_per_s=11.00, col_gt25=0.0000"
chestnut_rumped_thornbill_top35_23_7914488,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,7914488,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/23_audioevent_7914488/bandpass_tightcrop_3500_9500hz.wav,0.9871,0.9871,dawn,unknown,5.0,215200,7029.0,7032.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,"human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; no hard overlapping annotation in bandpass crop; spectral_clutter_ok coverage=0.0066, components_per_s=9.00, col_gt25=0.0000"
chestnut_rumped_thornbill_top35_24_23939618,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,23939618,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/24_audioevent_23939618/bandpass_tightcrop_3500_9500hz.wav,0.9866,0.9866,dawn,unknown,5.0,5455,4602.0,4605.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,"human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; no hard overlapping annotation in bandpass crop; spectral_clutter_ok coverage=0.0123, components_per_s=7.60, col_gt25=0.0000"
chestnut_rumped_thornbill_top35_25_15171439,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,15171439,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/25_audioevent_15171439/bandpass_tightcrop_3500_9500hz.wav,0.9856,0.9856,dawn,unknown,5.0,1400650,4773.0,4776.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,"human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; no hard overlapping annotation in bandpass crop; spectral_clutter_ok coverage=0.0088, components_per_s=4.60, col_gt25=0.0012"
chestnut_rumped_thornbill_top35_26_15591724,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,15591724,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/26_audioevent_15591724/bandpass_tightcrop_3500_9500hz.wav,0.9855,0.9855,dawn,unknown,1.2,1401877,843.0,846.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,"human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; no hard overlapping annotation in bandpass crop; spectral_clutter_ok coverage=0.0089, components_per_s=0.83, col_gt25=0.0000"
chestnut_rumped_thornbill_top35_27_23534053,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,23534053,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/27_audioevent_23534053/bandpass_tightcrop_3500_9500hz.wav,0.9852,0.9852,dawn,unknown,5.0,1671719,4356.0,4359.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; spectrogram_warning:spectral_clutter_coverage=0.0350>0.0240; too_many_bright_call_marks_per_s=35.60>12.00
chestnut_rumped_thornbill_top35_28_7603947,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,7603947,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/28_audioevent_7603947/bandpass_tightcrop_3500_9500hz.wav,0.9841,0.9841,dawn,unknown,5.0,1670662,6.0,9.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,"human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; no hard overlapping annotation in bandpass crop; spectral_clutter_ok coverage=0.0074, components_per_s=3.00, col_gt25=0.0000"
chestnut_rumped_thornbill_top35_29_10555623,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,10555623,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/29_audioevent_10555623/bandpass_tightcrop_3500_9500hz.wav,0.9841,0.9841,dawn,unknown,1.577,1678448,5211.0,5214.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; spectrogram_warning:spectral_clutter_coverage=0.0254>0.0240
chestnut_rumped_thornbill_top35_30_10094483,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,10094483,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/30_audioevent_10094483/bandpass_tightcrop_3500_9500hz.wav,0.9831,0.9831,dawn,unknown,1.449,1678407,6774.0,6777.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; spectrogram_warning:spectral_clutter_coverage=0.0259>0.0240
chestnut_rumped_thornbill_top35_31_20715889,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,20715889,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/31_audioevent_20715889/bandpass_tightcrop_3500_9500hz.wav,0.9826,0.9826,dawn,unknown,2.482,1677354,5601.0,5604.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; spectrogram_warning:too_many_bright_call_marks_per_s=15.31>12.00
chestnut_rumped_thornbill_top35_32_14932974,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,14932974,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/32_audioevent_14932974/bandpass_tightcrop_3500_9500hz.wav,0.9819,0.9819,dawn,unknown,5.0,1676845,5343.0,5346.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; spectrogram_warning:spectral_clutter_coverage=0.0329>0.0240; too_many_bright_call_marks_per_s=32.80>12.00
chestnut_rumped_thornbill_top35_33_3485932,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,3485932,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/33_audioevent_3485932/bandpass_tightcrop_3500_9500hz.wav,0.9817,0.9817,dawn,unknown,2.308,1676668,4722.0,4728.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; spectrogram_warning:spectral_clutter_coverage=0.0280>0.0240; too_many_bright_call_marks_per_s=15.17>12.00; dense_vertical_overlap_fraction=0.0101>0.0080
chestnut_rumped_thornbill_top35_34_16639962,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,16639962,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/34_audioevent_16639962/bandpass_tightcrop_3500_9500hz.wav,0.9806,0.9806,dawn,unknown,5.0,1668876,4416.0,4419.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; spectrogram_warning:spectral_clutter_coverage=0.0971>0.0240; too_many_bright_call_marks_per_s=325.20>12.00; dense_vertical_overlap_fraction=0.0104>0.0080
chestnut_rumped_thornbill_top35_35_16859955,chestnut_rumped_thornbill,Chestnut-rumped Thornbill,Acanthiza uropygialis,16859955,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/chestnut_rumped_thornbill/items/35_audioevent_16859955/bandpass_tightcrop_3500_9500hz.wav,0.9801,0.9801,dawn,unknown,5.0,1669023,2307.0,2310.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,human-calibrated bandpass retrieval top35; bandpass=3500-9500Hz; prefilter=Pass; spectrogram_warning:spectral_clutter_coverage=0.0249>0.0240; too_many_bright_call_marks_per_s=34.80>12.00
crested_bellbird_top35_1_18696597,crested_bellbird,Crested Bellbird,Oreoica gutturalis,18696597,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/crested_bellbird/items/01_audioevent_18696597/bandpass_tightcrop_700_4000hz.wav,0.9997,0.9997,dawn,unknown,1.892,1539219,5937.0,5940.0,resources/site_257_bowra-dry-a/layer_c_retrieval_top8_species_candidates_v1/final_retrieval_library_top35_human_v1/layer_c_retrieval_top35_event_index.csv,Pass,"human-calibrated bandpass retrieval top35; bandpass=700-4000Hz; prefilter=Pass; no hard overlapping annotation in bandpass crop; spectral_clutter_ok coverage=0.0043, components_per_s=4.23, col_gt25=0.0000"
