event_id,recording_id,clip_path,clip_index,clip_start_seconds,clip_end_seconds,event_start_seconds,event_end_seconds,event_duration_seconds,event_start_in_clip_seconds,event_end_in_clip_seconds,event_midpoint_seconds,event_midpoint_in_clip_seconds,score,confidence_band,label,label_kind,common_name_tags,species_name_tags,other_tags,source,verification_consensus,snippet_status,sample_bin,sample_local_date,month,month_range,day_of_year,hour_local,temperature_c,humidity_pct,wind_speed_ms,wind_direction_deg,precipitation_mm,precipitation_daily_mm,days_since_rain
18809889,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_021.webm,21,6000.0,6300.0,6258.0,6261.0,3.0,258.0,261.0,6259.5,259.5,0.8905,high,Gray Butcherbird,birdnet_other_tag,,,26693:Gray Butcherbird:general|26692:Cracticus torquatus:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809888,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_021.webm,21,6000.0,6300.0,6228.0,6231.0,3.0,228.0,231.0,6229.5,229.5,0.7452,medium,Gray Butcherbird,birdnet_other_tag,,,26693:Gray Butcherbird:general|26692:Cracticus torquatus:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809887,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_021.webm,21,6000.0,6300.0,6114.0,6117.0,3.0,114.0,117.0,6115.5,115.5,0.6544,medium,Gray Butcherbird,birdnet_other_tag,,,26693:Gray Butcherbird:general|26692:Cracticus torquatus:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809886,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_020.webm,20,5700.0,6000.0,5994.0,5997.0,3.0,294.0,297.0,5995.5,295.5,0.857,high,Acanthiza uropygialis,birdnet_other_tag,,,26887:Acanthiza uropygialis:general|153:Chestnut-rumped Thornbill:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809885,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_020.webm,20,5700.0,6000.0,5886.0,5892.0,6.0,186.0,192.0,5889.0,189.0,0.6859,medium,Galah,birdnet_common_name,41:Galah,,26796:Eolophus roseicapilla:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809884,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_020.webm,20,5700.0,6000.0,5826.0,5829.0,3.0,126.0,129.0,5827.5,127.5,0.8543,high,Australian Magpie,birdnet_common_name,29:Australian Magpie,,26676:Gymnorhina tibicen:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809883,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_020.webm,20,5700.0,6000.0,5751.0,5754.0,3.0,51.0,54.0,5752.5,52.5,0.6081,medium,Malurus splendens,birdnet_other_tag,,,26703:Malurus splendens:general|160:Splendid Fairywren:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809882,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_019.webm,19,5400.0,5700.0,5640.0,5646.0,6.0,240.0,246.0,5643.0,243.0,0.9513,very_high,Corvus coronoides,birdnet_other_tag,,,26660:Corvus coronoides:general|152:Australian Raven:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809881,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_019.webm,19,5400.0,5700.0,5508.0,5511.0,3.0,108.0,111.0,5509.5,109.5,0.7979,high,Australian Raven,birdnet_other_tag,,,152:Australian Raven:general|26660:Corvus coronoides:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809880,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_019.webm,19,5400.0,5700.0,5472.0,5478.0,6.0,72.0,78.0,5475.0,75.0,0.5142,medium,Gray Butcherbird,birdnet_other_tag,,,26693:Gray Butcherbird:general|26692:Cracticus torquatus:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809879,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_019.webm,19,5400.0,5700.0,5427.0,5430.0,3.0,27.0,30.0,5428.5,28.5,0.9577,very_high,Gray Butcherbird,birdnet_other_tag,,,26693:Gray Butcherbird:general|26692:Cracticus torquatus:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809878,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_018.webm,18,5100.0,5400.0,5376.0,5379.0,3.0,276.0,279.0,5377.5,277.5,0.5906,medium,Numenius phaeopus,birdnet_other_tag,,,26743:Numenius phaeopus:general|26744:Whimbrel:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809877,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_018.webm,18,5100.0,5400.0,5343.0,5349.0,6.0,243.0,249.0,5346.0,246.0,0.698,medium,Gray Butcherbird,birdnet_other_tag,,,26693:Gray Butcherbird:general|26692:Cracticus torquatus:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809876,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_018.webm,18,5100.0,5400.0,5328.0,5331.0,3.0,228.0,231.0,5329.5,229.5,0.9889,very_high,Gray Butcherbird,birdnet_other_tag,,,26693:Gray Butcherbird:general|26692:Cracticus torquatus:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809875,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_018.webm,18,5100.0,5400.0,5322.0,5325.0,3.0,222.0,225.0,5323.5,223.5,0.6016,medium,Gray Butcherbird,birdnet_other_tag,,,26693:Gray Butcherbird:general|26692:Cracticus torquatus:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809874,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_018.webm,18,5100.0,5400.0,5286.0,5289.0,3.0,186.0,189.0,5287.5,187.5,0.9403,very_high,Gray Butcherbird,birdnet_other_tag,,,26693:Gray Butcherbird:general|26692:Cracticus torquatus:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809873,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_016.webm,16,4500.0,4800.0,4659.0,4662.0,3.0,159.0,162.0,4660.5,160.5,0.8249,high,White-throated Treecreeper,birdnet_common_name,48:White-throated Treecreeper,,26671:Cormobates leucophaea:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809872,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_016.webm,16,4500.0,4800.0,4653.0,4656.0,3.0,153.0,156.0,4654.5,154.5,0.7867,high,Corvus coronoides,birdnet_other_tag,,,26660:Corvus coronoides:general|152:Australian Raven:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809871,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_016.webm,16,4500.0,4800.0,4599.0,4602.0,3.0,99.0,102.0,4600.5,100.5,0.6941,medium,Galah,birdnet_common_name,41:Galah,,26796:Eolophus roseicapilla:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809870,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_016.webm,16,4500.0,4800.0,4584.0,4587.0,3.0,84.0,87.0,4585.5,85.5,0.9278,very_high,Corvus coronoides,birdnet_other_tag,,,26660:Corvus coronoides:general|152:Australian Raven:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809869,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_015.webm,15,4200.0,4500.0,4398.0,4401.0,3.0,198.0,201.0,4399.5,199.5,0.5911,medium,Australian Magpie,birdnet_common_name,29:Australian Magpie,,26676:Gymnorhina tibicen:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809868,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_013.webm,13,3600.0,3900.0,3795.0,3798.0,3.0,195.0,198.0,3796.5,196.5,0.6127,medium,Corvus coronoides,birdnet_other_tag,,,26660:Corvus coronoides:general|152:Australian Raven:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809867,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_013.webm,13,3600.0,3900.0,3666.0,3669.0,3.0,66.0,69.0,3667.5,67.5,0.6485,medium,Corvus coronoides,birdnet_other_tag,,,26660:Corvus coronoides:general|152:Australian Raven:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809866,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_013.webm,13,3600.0,3900.0,3636.0,3639.0,3.0,36.0,39.0,3637.5,37.5,0.5969,medium,Corvus coronoides,birdnet_other_tag,,,26660:Corvus coronoides:general|152:Australian Raven:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809865,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_013.webm,13,3600.0,3900.0,3612.0,3615.0,3.0,12.0,15.0,3613.5,13.5,0.6237,medium,Corvus coronoides,birdnet_other_tag,,,26660:Corvus coronoides:general|152:Australian Raven:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809864,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_013.webm,13,3600.0,3900.0,3603.0,3609.0,6.0,3.0,9.0,3606.0,6.0,0.6404,medium,Corvus coronoides,birdnet_other_tag,,,26660:Corvus coronoides:general|152:Australian Raven:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809863,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_012.webm,12,3300.0,3600.0,3438.0,3444.0,6.0,138.0,144.0,3441.0,141.0,0.7205,medium,Corvus coronoides,birdnet_other_tag,,,26660:Corvus coronoides:general|152:Australian Raven:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809862,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_012.webm,12,3300.0,3600.0,3411.0,3414.0,3.0,111.0,114.0,3412.5,112.5,0.9766,very_high,Corvus coronoides,birdnet_other_tag,,,26660:Corvus coronoides:general|152:Australian Raven:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809861,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_008.webm,8,2100.0,2400.0,2253.0,2256.0,3.0,153.0,156.0,2254.5,154.5,0.6084,medium,Gray Butcherbird,birdnet_other_tag,,,26693:Gray Butcherbird:general|26692:Cracticus torquatus:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809860,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_006.webm,6,1500.0,1800.0,1575.0,1578.0,3.0,75.0,78.0,1576.5,76.5,0.5889,medium,Australian Raven,birdnet_other_tag,,,152:Australian Raven:general|26660:Corvus coronoides:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809859,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_005.webm,5,1200.0,1500.0,1485.0,1488.0,3.0,285.0,288.0,1486.5,286.5,0.8214,high,Malurus splendens,birdnet_other_tag,,,26703:Malurus splendens:general|160:Splendid Fairywren:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
18809858,1313285,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313285/site_257_item_1313285_clip_004.webm,4,900.0,1200.0,978.0,981.0,3.0,78.0,81.0,979.5,79.5,0.8918,high,Corvus coronoides,birdnet_other_tag,,,26660:Corvus coronoides:general|152:Australian Raven:general,BirdNET.results.csv,,extractable,dawn,2023-05-10,5,March-May,130,6,5.52,94.72,1.68,143.9,0.0,0.0,9
13360139,1313384,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313384/site_257_item_1313384_clip_020.webm,20,5700.0,6000.0,5985.0,5991.0,6.0,285.0,291.0,5988.0,288.0,0.8336,high,White-browed Woodswallow,birdnet_other_tag,,,26670:White-browed Woodswallow:general|26669:Artamus superciliosus:general,BirdNET.results.csv,,extractable,dawn,2023-04-09,4,March-May,99,6,13.63,67.49,1.21,200.2,0.0,0.0,9
13360138,1313384,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313384/site_257_item_1313384_clip_020.webm,20,5700.0,6000.0,5973.0,5982.0,9.0,273.0,282.0,5977.5,277.5,0.9885,very_high,White-browed Woodswallow,birdnet_other_tag,,,26670:White-browed Woodswallow:general|26669:Artamus superciliosus:general,BirdNET.results.csv,,extractable,dawn,2023-04-09,4,March-May,99,6,13.63,67.49,1.21,200.2,0.0,0.0,9
13360137,1313384,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313384/site_257_item_1313384_clip_020.webm,20,5700.0,6000.0,5961.0,5976.0,15.0,261.0,276.0,5968.5,268.5,0.9432,very_high,Masked Woodswallow,birdnet_other_tag,,,26872:Masked Woodswallow:general|26871:Artamus personatus:general,BirdNET.results.csv,,extractable,dawn,2023-04-09,4,March-May,99,6,13.63,67.49,1.21,200.2,0.0,0.0,9
13360136,1313384,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313384/site_257_item_1313384_clip_020.webm,20,5700.0,6000.0,5958.0,5973.0,15.0,258.0,273.0,5965.5,265.5,0.9967,very_high,White-browed Woodswallow,birdnet_other_tag,,,26670:White-browed Woodswallow:general|26669:Artamus superciliosus:general,BirdNET.results.csv,,extractable,dawn,2023-04-09,4,March-May,99,6,13.63,67.49,1.21,200.2,0.0,0.0,9
13360135,1313384,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313384/site_257_item_1313384_clip_020.webm,20,5700.0,6000.0,5946.0,5961.0,15.0,246.0,261.0,5953.5,253.5,0.8426,high,Masked Woodswallow,birdnet_other_tag,,,26872:Masked Woodswallow:general|26871:Artamus personatus:general,BirdNET.results.csv,,extractable,dawn,2023-04-09,4,March-May,99,6,13.63,67.49,1.21,200.2,0.0,0.0,9
13360134,1313384,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313384/site_257_item_1313384_clip_020.webm,20,5700.0,6000.0,5943.0,5958.0,15.0,243.0,258.0,5950.5,250.5,0.9958,very_high,White-browed Woodswallow,birdnet_other_tag,,,26670:White-browed Woodswallow:general|26669:Artamus superciliosus:general,BirdNET.results.csv,,extractable,dawn,2023-04-09,4,March-May,99,6,13.63,67.49,1.21,200.2,0.0,0.0,9
13360133,1313384,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313384/site_257_item_1313384_clip_020.webm,20,5700.0,6000.0,5931.0,5946.0,15.0,231.0,246.0,5938.5,238.5,0.9455,very_high,Masked Woodswallow,birdnet_other_tag,,,26872:Masked Woodswallow:general|26871:Artamus personatus:general,BirdNET.results.csv,,extractable,dawn,2023-04-09,4,March-May,99,6,13.63,67.49,1.21,200.2,0.0,0.0,9
13360132,1313384,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313384/site_257_item_1313384_clip_020.webm,20,5700.0,6000.0,5928.0,5943.0,15.0,228.0,243.0,5935.5,235.5,0.9987,very_high,White-browed Woodswallow,birdnet_other_tag,,,26670:White-browed Woodswallow:general|26669:Artamus superciliosus:general,BirdNET.results.csv,,extractable,dawn,2023-04-09,4,March-May,99,6,13.63,67.49,1.21,200.2,0.0,0.0,9
13360131,1313384,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313384/site_257_item_1313384_clip_020.webm,20,5700.0,6000.0,5916.0,5931.0,15.0,216.0,231.0,5923.5,223.5,0.9065,very_high,Masked Woodswallow,birdnet_other_tag,,,26872:Masked Woodswallow:general|26871:Artamus personatus:general,BirdNET.results.csv,,extractable,dawn,2023-04-09,4,March-May,99,6,13.63,67.49,1.21,200.2,0.0,0.0,9
13360130,1313384,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313384/site_257_item_1313384_clip_020.webm,20,5700.0,6000.0,5913.0,5928.0,15.0,213.0,228.0,5920.5,220.5,0.9941,very_high,White-browed Woodswallow,birdnet_other_tag,,,26670:White-browed Woodswallow:general|26669:Artamus superciliosus:general,BirdNET.results.csv,,extractable,dawn,2023-04-09,4,March-May,99,6,13.63,67.49,1.21,200.2,0.0,0.0,9
13360129,1313384,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313384/site_257_item_1313384_clip_020.webm,20,5700.0,6000.0,5910.0,5913.0,3.0,210.0,213.0,5911.5,211.5,0.6378,medium,Masked Woodswallow,birdnet_other_tag,,,26872:Masked Woodswallow:general|26871:Artamus personatus:general,BirdNET.results.csv,,extractable,dawn,2023-04-09,4,March-May,99,6,13.63,67.49,1.21,200.2,0.0,0.0,9
13360128,1313384,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313384/site_257_item_1313384_clip_020.webm,20,5700.0,6000.0,5898.0,5913.0,15.0,198.0,213.0,5905.5,205.5,0.9919,very_high,Artamus superciliosus,birdnet_other_tag,,,26669:Artamus superciliosus:general|26670:White-browed Woodswallow:general,BirdNET.results.csv,,extractable,dawn,2023-04-09,4,March-May,99,6,13.63,67.49,1.21,200.2,0.0,0.0,9
13360127,1313384,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313384/site_257_item_1313384_clip_020.webm,20,5700.0,6000.0,5895.0,5907.0,12.0,195.0,207.0,5901.0,201.0,0.6456,medium,Masked Woodswallow,birdnet_other_tag,,,26872:Masked Woodswallow:general|26871:Artamus personatus:general,BirdNET.results.csv,,extractable,dawn,2023-04-09,4,March-May,99,6,13.63,67.49,1.21,200.2,0.0,0.0,9
13360126,1313384,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313384/site_257_item_1313384_clip_020.webm,20,5700.0,6000.0,5889.0,5892.0,3.0,189.0,192.0,5890.5,190.5,0.519,medium,Masked Woodswallow,birdnet_other_tag,,,26872:Masked Woodswallow:general|26871:Artamus personatus:general,BirdNET.results.csv,,extractable,dawn,2023-04-09,4,March-May,99,6,13.63,67.49,1.21,200.2,0.0,0.0,9
13360125,1313384,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313384/site_257_item_1313384_clip_020.webm,20,5700.0,6000.0,5883.0,5898.0,15.0,183.0,198.0,5890.5,190.5,0.9843,very_high,Artamus superciliosus,birdnet_other_tag,,,26669:Artamus superciliosus:general|26670:White-browed Woodswallow:general,BirdNET.results.csv,,extractable,dawn,2023-04-09,4,March-May,99,6,13.63,67.49,1.21,200.2,0.0,0.0,9
13360124,1313384,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313384/site_257_item_1313384_clip_020.webm,20,5700.0,6000.0,5880.0,5886.0,6.0,180.0,186.0,5883.0,183.0,0.6275,medium,Masked Woodswallow,birdnet_other_tag,,,26872:Masked Woodswallow:general|26871:Artamus personatus:general,BirdNET.results.csv,,extractable,dawn,2023-04-09,4,March-May,99,6,13.63,67.49,1.21,200.2,0.0,0.0,9
13360123,1313384,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313384/site_257_item_1313384_clip_020.webm,20,5700.0,6000.0,5871.0,5877.0,6.0,171.0,177.0,5874.0,174.0,0.6115,medium,Masked Woodswallow,birdnet_other_tag,,,26872:Masked Woodswallow:general|26871:Artamus personatus:general,BirdNET.results.csv,,extractable,dawn,2023-04-09,4,March-May,99,6,13.63,67.49,1.21,200.2,0.0,0.0,9
13360122,1313384,resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_1313384/site_257_item_1313384_clip_020.webm,20,5700.0,6000.0,5868.0,5883.0,15.0,168.0,183.0,5875.5,175.5,0.9881,very_high,White-browed Woodswallow,birdnet_other_tag,,,26670:White-browed Woodswallow:general|26669:Artamus superciliosus:general,BirdNET.results.csv,,extractable,dawn,2023-04-09,4,March-May,99,6,13.63,67.49,1.21,200.2,0.0,0.0,9
