clip_path,recording_id,clip_index,sample_bin,sample_local_date,month,month_range,day_of_year,hour_local,temperature_c,humidity_pct,wind_speed_ms,wind_direction_deg,precipitation_mm,precipitation_daily_mm,days_since_rain,has_activity,event_count,high_confidence_event_count,activity_score_max,activity_score_mean,activity_density_per_minute,top_labels
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4883/site_257_item_4883_clip_010.webm,4883,10,night,2019-10-04,10,September-November,277,22,23.77,21.05,1.3,1.8,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4883/site_257_item_4883_clip_011.webm,4883,11,night,2019-10-04,10,September-November,277,22,23.77,21.05,1.3,1.8,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4883/site_257_item_4883_clip_012.webm,4883,12,night,2019-10-04,10,September-November,277,22,23.77,21.05,1.3,1.8,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4883/site_257_item_4883_clip_013.webm,4883,13,night,2019-10-04,10,September-November,277,22,23.77,21.05,1.3,1.8,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4883/site_257_item_4883_clip_014.webm,4883,14,night,2019-10-04,10,September-November,277,22,23.77,21.05,1.3,1.8,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4883/site_257_item_4883_clip_015.webm,4883,15,night,2019-10-04,10,September-November,277,22,23.77,21.05,1.3,1.8,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4883/site_257_item_4883_clip_016.webm,4883,16,night,2019-10-04,10,September-November,277,22,23.77,21.05,1.3,1.8,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4883/site_257_item_4883_clip_017.webm,4883,17,night,2019-10-04,10,September-November,277,22,23.77,21.05,1.3,1.8,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4883/site_257_item_4883_clip_018.webm,4883,18,night,2019-10-04,10,September-November,277,22,23.77,21.05,1.3,1.8,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4883/site_257_item_4883_clip_019.webm,4883,19,night,2019-10-04,10,September-November,277,22,23.77,21.05,1.3,1.8,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4883/site_257_item_4883_clip_020.webm,4883,20,night,2019-10-04,10,September-November,277,22,23.77,21.05,1.3,1.8,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4883/site_257_item_4883_clip_021.webm,4883,21,night,2019-10-04,10,September-November,277,22,23.77,21.05,1.3,1.8,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4883/site_257_item_4883_clip_022.webm,4883,22,night,2019-10-04,10,September-November,277,22,23.77,21.05,1.3,1.8,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4883/site_257_item_4883_clip_023.webm,4883,23,night,2019-10-04,10,September-November,277,22,23.77,21.05,1.3,1.8,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4883/site_257_item_4883_clip_024.webm,4883,24,night,2019-10-04,10,September-November,277,22,23.77,21.05,1.3,1.8,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4887/site_257_item_4887_clip_001.webm,4887,1,morning,2019-10-04,10,September-November,277,8,24.42,21.83,3.01,352.2,0.0,0.0,87,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4887/site_257_item_4887_clip_002.webm,4887,2,morning,2019-10-04,10,September-November,277,8,24.42,21.83,3.01,352.2,0.0,0.0,87,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4887/site_257_item_4887_clip_003.webm,4887,3,morning,2019-10-04,10,September-November,277,8,24.42,21.83,3.01,352.2,0.0,0.0,87,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4887/site_257_item_4887_clip_004.webm,4887,4,morning,2019-10-04,10,September-November,277,8,24.42,21.83,3.01,352.2,0.0,0.0,87,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4887/site_257_item_4887_clip_005.webm,4887,5,morning,2019-10-04,10,September-November,277,8,24.42,21.83,3.01,352.2,0.0,0.0,87,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4887/site_257_item_4887_clip_006.webm,4887,6,morning,2019-10-04,10,September-November,277,8,24.42,21.83,3.01,352.2,0.0,0.0,87,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4887/site_257_item_4887_clip_007.webm,4887,7,morning,2019-10-04,10,September-November,277,8,24.42,21.83,3.01,352.2,0.0,0.0,87,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4887/site_257_item_4887_clip_008.webm,4887,8,morning,2019-10-04,10,September-November,277,8,24.42,21.83,3.01,352.2,0.0,0.0,87,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4887/site_257_item_4887_clip_009.webm,4887,9,morning,2019-10-04,10,September-November,277,8,24.42,21.83,3.01,352.2,0.0,0.0,87,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4887/site_257_item_4887_clip_010.webm,4887,10,morning,2019-10-04,10,September-November,277,8,24.42,21.83,3.01,352.2,0.0,0.0,87,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4887/site_257_item_4887_clip_011.webm,4887,11,morning,2019-10-04,10,September-November,277,8,24.42,21.83,3.01,352.2,0.0,0.0,87,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4887/site_257_item_4887_clip_012.webm,4887,12,morning,2019-10-04,10,September-November,277,8,24.42,21.83,3.01,352.2,0.0,0.0,87,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4887/site_257_item_4887_clip_013.webm,4887,13,morning,2019-10-04,10,September-November,277,8,24.42,21.83,3.01,352.2,0.0,0.0,87,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4887/site_257_item_4887_clip_014.webm,4887,14,morning,2019-10-04,10,September-November,277,8,24.42,21.83,3.01,352.2,0.0,0.0,87,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4887/site_257_item_4887_clip_015.webm,4887,15,morning,2019-10-04,10,September-November,277,8,24.42,21.83,3.01,352.2,0.0,0.0,87,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4887/site_257_item_4887_clip_016.webm,4887,16,morning,2019-10-04,10,September-November,277,8,24.42,21.83,3.01,352.2,0.0,0.0,87,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4887/site_257_item_4887_clip_017.webm,4887,17,morning,2019-10-04,10,September-November,277,8,24.42,21.83,3.01,352.2,0.0,0.0,87,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4887/site_257_item_4887_clip_018.webm,4887,18,morning,2019-10-04,10,September-November,277,8,24.42,21.83,3.01,352.2,0.0,0.0,87,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4887/site_257_item_4887_clip_019.webm,4887,19,morning,2019-10-04,10,September-November,277,8,24.42,21.83,3.01,352.2,0.0,0.0,87,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4887/site_257_item_4887_clip_020.webm,4887,20,morning,2019-10-04,10,September-November,277,8,24.42,21.83,3.01,352.2,0.0,0.0,87,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4887/site_257_item_4887_clip_021.webm,4887,21,morning,2019-10-04,10,September-November,277,8,24.42,21.83,3.01,352.2,0.0,0.0,87,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4887/site_257_item_4887_clip_022.webm,4887,22,morning,2019-10-04,10,September-November,277,8,24.42,21.83,3.01,352.2,0.0,0.0,87,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4887/site_257_item_4887_clip_023.webm,4887,23,morning,2019-10-04,10,September-November,277,8,24.42,21.83,3.01,352.2,0.0,0.0,87,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4887/site_257_item_4887_clip_024.webm,4887,24,morning,2019-10-04,10,September-November,277,8,24.42,21.83,3.01,352.2,0.0,0.0,87,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4889/site_257_item_4889_clip_001.webm,4889,1,afternoon,2019-10-04,10,September-November,277,14,35.11,10.97,1.13,158.2,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4889/site_257_item_4889_clip_002.webm,4889,2,afternoon,2019-10-04,10,September-November,277,14,35.11,10.97,1.13,158.2,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4889/site_257_item_4889_clip_003.webm,4889,3,afternoon,2019-10-04,10,September-November,277,14,35.11,10.97,1.13,158.2,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4889/site_257_item_4889_clip_004.webm,4889,4,afternoon,2019-10-04,10,September-November,277,14,35.11,10.97,1.13,158.2,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4889/site_257_item_4889_clip_005.webm,4889,5,afternoon,2019-10-04,10,September-November,277,14,35.11,10.97,1.13,158.2,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4889/site_257_item_4889_clip_006.webm,4889,6,afternoon,2019-10-04,10,September-November,277,14,35.11,10.97,1.13,158.2,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4889/site_257_item_4889_clip_007.webm,4889,7,afternoon,2019-10-04,10,September-November,277,14,35.11,10.97,1.13,158.2,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4889/site_257_item_4889_clip_008.webm,4889,8,afternoon,2019-10-04,10,September-November,277,14,35.11,10.97,1.13,158.2,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4889/site_257_item_4889_clip_009.webm,4889,9,afternoon,2019-10-04,10,September-November,277,14,35.11,10.97,1.13,158.2,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4889/site_257_item_4889_clip_010.webm,4889,10,afternoon,2019-10-04,10,September-November,277,14,35.11,10.97,1.13,158.2,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4889/site_257_item_4889_clip_011.webm,4889,11,afternoon,2019-10-04,10,September-November,277,14,35.11,10.97,1.13,158.2,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4889/site_257_item_4889_clip_012.webm,4889,12,afternoon,2019-10-04,10,September-November,277,14,35.11,10.97,1.13,158.2,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4889/site_257_item_4889_clip_013.webm,4889,13,afternoon,2019-10-04,10,September-November,277,14,35.11,10.97,1.13,158.2,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4889/site_257_item_4889_clip_014.webm,4889,14,afternoon,2019-10-04,10,September-November,277,14,35.11,10.97,1.13,158.2,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4889/site_257_item_4889_clip_015.webm,4889,15,afternoon,2019-10-04,10,September-November,277,14,35.11,10.97,1.13,158.2,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4889/site_257_item_4889_clip_016.webm,4889,16,afternoon,2019-10-04,10,September-November,277,14,35.11,10.97,1.13,158.2,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4889/site_257_item_4889_clip_017.webm,4889,17,afternoon,2019-10-04,10,September-November,277,14,35.11,10.97,1.13,158.2,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4889/site_257_item_4889_clip_018.webm,4889,18,afternoon,2019-10-04,10,September-November,277,14,35.11,10.97,1.13,158.2,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4889/site_257_item_4889_clip_019.webm,4889,19,afternoon,2019-10-04,10,September-November,277,14,35.11,10.97,1.13,158.2,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4889/site_257_item_4889_clip_020.webm,4889,20,afternoon,2019-10-04,10,September-November,277,14,35.11,10.97,1.13,158.2,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4889/site_257_item_4889_clip_021.webm,4889,21,afternoon,2019-10-04,10,September-November,277,14,35.11,10.97,1.13,158.2,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4889/site_257_item_4889_clip_022.webm,4889,22,afternoon,2019-10-04,10,September-November,277,14,35.11,10.97,1.13,158.2,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4889/site_257_item_4889_clip_023.webm,4889,23,afternoon,2019-10-04,10,September-November,277,14,35.11,10.97,1.13,158.2,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_4889/site_257_item_4889_clip_024.webm,4889,24,afternoon,2019-10-04,10,September-November,277,14,35.11,10.97,1.13,158.2,0.0,0.0,88,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_5293/site_257_item_5293_clip_001.webm,5293,1,afternoon,2019-08-14,8,June-August,226,14,22.7,15.93,0.59,317.7,0.0,0.0,37,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_5293/site_257_item_5293_clip_002.webm,5293,2,afternoon,2019-08-14,8,June-August,226,14,22.7,15.93,0.59,317.7,0.0,0.0,37,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_5293/site_257_item_5293_clip_003.webm,5293,3,afternoon,2019-08-14,8,June-August,226,14,22.7,15.93,0.59,317.7,0.0,0.0,37,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_5293/site_257_item_5293_clip_004.webm,5293,4,afternoon,2019-08-14,8,June-August,226,14,22.7,15.93,0.59,317.7,0.0,0.0,37,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_5293/site_257_item_5293_clip_005.webm,5293,5,afternoon,2019-08-14,8,June-August,226,14,22.7,15.93,0.59,317.7,0.0,0.0,37,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_5293/site_257_item_5293_clip_006.webm,5293,6,afternoon,2019-08-14,8,June-August,226,14,22.7,15.93,0.59,317.7,0.0,0.0,37,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_5293/site_257_item_5293_clip_007.webm,5293,7,afternoon,2019-08-14,8,June-August,226,14,22.7,15.93,0.59,317.7,0.0,0.0,37,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_5293/site_257_item_5293_clip_008.webm,5293,8,afternoon,2019-08-14,8,June-August,226,14,22.7,15.93,0.59,317.7,0.0,0.0,37,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_5293/site_257_item_5293_clip_009.webm,5293,9,afternoon,2019-08-14,8,June-August,226,14,22.7,15.93,0.59,317.7,0.0,0.0,37,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_5293/site_257_item_5293_clip_010.webm,5293,10,afternoon,2019-08-14,8,June-August,226,14,22.7,15.93,0.59,317.7,0.0,0.0,37,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_5293/site_257_item_5293_clip_011.webm,5293,11,afternoon,2019-08-14,8,June-August,226,14,22.7,15.93,0.59,317.7,0.0,0.0,37,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_5293/site_257_item_5293_clip_012.webm,5293,12,afternoon,2019-08-14,8,June-August,226,14,22.7,15.93,0.59,317.7,0.0,0.0,37,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_5293/site_257_item_5293_clip_013.webm,5293,13,afternoon,2019-08-14,8,June-August,226,14,22.7,15.93,0.59,317.7,0.0,0.0,37,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_5293/site_257_item_5293_clip_014.webm,5293,14,afternoon,2019-08-14,8,June-August,226,14,22.7,15.93,0.59,317.7,0.0,0.0,37,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_5293/site_257_item_5293_clip_015.webm,5293,15,afternoon,2019-08-14,8,June-August,226,14,22.7,15.93,0.59,317.7,0.0,0.0,37,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_5293/site_257_item_5293_clip_016.webm,5293,16,afternoon,2019-08-14,8,June-August,226,14,22.7,15.93,0.59,317.7,0.0,0.0,37,False,0,0,0.0,0.0,0.0,
resources/site_257_bowra-dry-a/downloaded_clips/site_257_item_5293/site_257_item_5293_clip_017.webm,5293,17,afternoon,2019-08-14,8,June-August,226,14,22.7,15.93,0.59,317.7,0.0,0.0,37,False,0,0,0.0,0.0,0.0,
