smoke_event_index,species_index,event_type,species_common_name,species_scientific_name,audio_recording_id,item_count,audio_event_id,score,event_start_seconds,event_end_seconds,event_duration_seconds,buffer_seconds,extracted_start_seconds,extracted_end_seconds,extracted_duration_seconds,event_start_datetime_utc,event_start_datetime_aest,diel_bin,annotation_source,annotation_csv,segment_path,caption,source_webm_path,audio_path,caption_path,mel_spectrogram_npy_path,mel_spectrogram_png_path,prepare_status,manual_verdict,manual_notes,crop_audio_path,crop_start_seconds,crop_end_seconds,crop_duration_seconds,event_rms,background_rms,crop_rms,peak,event_to_background_db,active_ratio,silence_ratio,spectral_centroid_hz,high_freq_ratio_3khz,quality_score,quality_gate,v2_caption
55,55,horsfields_bronze_cuckoo,Horsfield's Bronze-cuckoo,Chrysococcyx basalis,216261,2604,6066203,0.9985,1407.000,1410.000,3.000,3.000,1404.000,1413.000,9.000,2020-03-18T00:23:27Z,2020-03-18T10:23:27+10:00,morning,BirdNET.results.csv,resources/site_257_bowra-dry-a/all_items_annotation/site_257_item_216261/site_257_item_216261.csv,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_216261/site_257_item_216261_audioevent_6066203/site_257_item_216261_audioevent_6066203.webm,"clear Horsfield's Bronze-cuckoo descending whistled bird call, isolated foreground call, sparse dry woodland background",resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_216261/site_257_item_216261_audioevent_6066203/site_257_item_216261_audioevent_6066203.webm,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_216261/site_257_item_216261_audioevent_6066203/audio.wav,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_216261/site_257_item_216261_audioevent_6066203/caption.txt,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_216261/site_257_item_216261_audioevent_6066203/mel_spectrogram.npy,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_216261/site_257_item_216261_audioevent_6066203/mel_spectrogram.png,ok,Pass,,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/quality_v1_relaxed/crops/horsfields_bronze_cuckoo/audioevent_6066203_crop_0.50s.wav,2.500,6.500,4.000,0.023486,0.020392,0.025734,0.122406,1.227048,0.232704,0.767296,1872.146761,0.024991,3.088683,Pass,"clear Horsfield's Bronze-cuckoo descending whistled bird call, isolated foreground call, sparse dry woodland background"
19,19,horsfields_bronze_cuckoo,Horsfield's Bronze-cuckoo,Chrysococcyx basalis,1539248,8251,6385636,0.9961,1332.000,1335.000,3.000,3.000,1329.000,1338.000,9.000,2024-07-21T20:22:12Z,2024-07-22T06:22:12+10:00,dawn,BirdNET.results.csv,resources/site_257_bowra-dry-a/all_items_annotation/site_257_item_1539248/site_257_item_1539248.csv,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1539248/site_257_item_1539248_audioevent_6385636/site_257_item_1539248_audioevent_6385636.webm,"clear Horsfield's Bronze-cuckoo descending whistled bird call, isolated foreground call, sparse dry woodland background",resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1539248/site_257_item_1539248_audioevent_6385636/site_257_item_1539248_audioevent_6385636.webm,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1539248/site_257_item_1539248_audioevent_6385636/audio.wav,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1539248/site_257_item_1539248_audioevent_6385636/caption.txt,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1539248/site_257_item_1539248_audioevent_6385636/mel_spectrogram.npy,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1539248/site_257_item_1539248_audioevent_6385636/mel_spectrogram.png,ok,Pass,,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/quality_v1_relaxed/crops/horsfields_bronze_cuckoo/audioevent_6385636_crop_0.50s.wav,2.500,6.500,4.000,0.002627,0.002196,0.002394,0.021576,1.554573,0.106918,0.893082,3464.668310,0.666631,2.237592,Pass,"clear Horsfield's Bronze-cuckoo descending whistled bird call, isolated foreground call, sparse dry woodland background"
5,5,horsfields_bronze_cuckoo,Horsfield's Bronze-cuckoo,Chrysococcyx basalis,1679151,9905,6143357,0.9995,3480.000,3483.000,3.000,3.000,3477.000,3486.000,9.000,2024-12-06T20:58:00Z,2024-12-07T06:58:00+10:00,dawn,BirdNET.results.csv,resources/site_257_bowra-dry-a/all_items_annotation/site_257_item_1679151/site_257_item_1679151.csv,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1679151/site_257_item_1679151_audioevent_6143357/site_257_item_1679151_audioevent_6143357.webm,"clear Horsfield's Bronze-cuckoo descending whistled bird call, isolated foreground call, sparse dry woodland background",resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1679151/site_257_item_1679151_audioevent_6143357/site_257_item_1679151_audioevent_6143357.webm,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1679151/site_257_item_1679151_audioevent_6143357/audio.wav,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1679151/site_257_item_1679151_audioevent_6143357/caption.txt,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1679151/site_257_item_1679151_audioevent_6143357/mel_spectrogram.npy,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1679151/site_257_item_1679151_audioevent_6143357/mel_spectrogram.png,ok,Pass,,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/quality_v1_relaxed/crops/horsfields_bronze_cuckoo/audioevent_6143357_crop_0.50s.wav,2.500,6.500,4.000,0.014520,0.013825,0.015569,0.100250,0.426089,0.182390,0.817610,2917.496726,0.444398,1.885208,Pass,"clear Horsfield's Bronze-cuckoo descending whistled bird call, isolated foreground call, sparse dry woodland background"
12,12,horsfields_bronze_cuckoo,Horsfield's Bronze-cuckoo,Chrysococcyx basalis,1535930,8501,882412,0.9986,609.000,612.000,3.000,3.000,606.000,615.000,9.000,2024-08-11T21:25:50Z,2024-08-12T07:25:50+10:00,dawn,BirdNET.results.csv,resources/site_257_bowra-dry-a/all_items_annotation/site_257_item_1535930/site_257_item_1535930.csv,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1535930/site_257_item_1535930_audioevent_882412/site_257_item_1535930_audioevent_882412.webm,"clear Horsfield's Bronze-cuckoo descending whistled bird call, isolated foreground call, sparse dry woodland background",resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1535930/site_257_item_1535930_audioevent_882412/site_257_item_1535930_audioevent_882412.webm,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1535930/site_257_item_1535930_audioevent_882412/audio.wav,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1535930/site_257_item_1535930_audioevent_882412/caption.txt,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1535930/site_257_item_1535930_audioevent_882412/mel_spectrogram.npy,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1535930/site_257_item_1535930_audioevent_882412/mel_spectrogram.png,ok,Pass,,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/quality_v1_relaxed/crops/horsfields_bronze_cuckoo/audioevent_882412_crop_0.50s.wav,2.500,6.500,4.000,0.003312,0.003206,0.003558,0.017487,0.283966,0.169811,0.830189,3293.026721,0.516526,1.642456,Pass,"clear Horsfield's Bronze-cuckoo descending whistled bird call, isolated foreground call, sparse dry woodland background"
63,63,horsfields_bronze_cuckoo,Horsfield's Bronze-cuckoo,Chrysococcyx basalis,1680769,9175,5717704,0.9962,555.000,558.000,3.000,3.000,552.000,561.000,9.000,2024-10-06T22:09:15Z,2024-10-07T08:09:15+10:00,morning,BirdNET.results.csv,resources/site_257_bowra-dry-a/all_items_annotation/site_257_item_1680769/site_257_item_1680769.csv,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1680769/site_257_item_1680769_audioevent_5717704/site_257_item_1680769_audioevent_5717704.webm,"clear Horsfield's Bronze-cuckoo descending whistled bird call, isolated foreground call, sparse dry woodland background",resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1680769/site_257_item_1680769_audioevent_5717704/site_257_item_1680769_audioevent_5717704.webm,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1680769/site_257_item_1680769_audioevent_5717704/audio.wav,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1680769/site_257_item_1680769_audioevent_5717704/caption.txt,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1680769/site_257_item_1680769_audioevent_5717704/mel_spectrogram.npy,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1680769/site_257_item_1680769_audioevent_5717704/mel_spectrogram.png,ok,Pass,,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/quality_v1_relaxed/crops/horsfields_bronze_cuckoo/audioevent_5717704_crop_0.50s.wav,2.500,6.500,4.000,0.018419,0.018027,0.016660,0.098389,0.186648,0.100629,0.899371,1614.598107,0.016194,0.794195,Pass,"clear Horsfield's Bronze-cuckoo descending whistled bird call, isolated foreground call, sparse dry woodland background"
16,16,horsfields_bronze_cuckoo,Horsfield's Bronze-cuckoo,Chrysococcyx basalis,1678493,9186,3840998,0.9973,1341.000,1344.000,3.000,3.000,1338.000,1347.000,9.000,2024-10-07T20:22:21Z,2024-10-08T06:22:21+10:00,dawn,BirdNET.results.csv,resources/site_257_bowra-dry-a/all_items_annotation/site_257_item_1678493/site_257_item_1678493.csv,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1678493/site_257_item_1678493_audioevent_3840998/site_257_item_1678493_audioevent_3840998.webm,"clear Horsfield's Bronze-cuckoo descending whistled bird call, isolated foreground call, sparse dry woodland background",resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1678493/site_257_item_1678493_audioevent_3840998/site_257_item_1678493_audioevent_3840998.webm,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1678493/site_257_item_1678493_audioevent_3840998/audio.wav,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1678493/site_257_item_1678493_audioevent_3840998/caption.txt,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1678493/site_257_item_1678493_audioevent_3840998/mel_spectrogram.npy,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1678493/site_257_item_1678493_audioevent_3840998/mel_spectrogram.png,ok,Pass,,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/quality_v1_relaxed/crops/horsfields_bronze_cuckoo/audioevent_3840998_crop_0.50s.wav,2.500,6.500,4.000,0.002201,0.002057,0.002211,0.012054,0.588985,0.056604,0.943396,3177.550365,0.381523,0.668231,Pass,"clear Horsfield's Bronze-cuckoo descending whistled bird call, isolated foreground call, sparse dry woodland background"
60,60,horsfields_bronze_cuckoo,Horsfield's Bronze-cuckoo,Chrysococcyx basalis,1535932,8502,4549369,0.9970,4965.000,4968.000,3.000,3.000,4962.000,4971.000,9.000,2024-08-11T23:22:45Z,2024-08-12T09:22:45+10:00,morning,BirdNET.results.csv,resources/site_257_bowra-dry-a/all_items_annotation/site_257_item_1535932/site_257_item_1535932.csv,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1535932/site_257_item_1535932_audioevent_4549369/site_257_item_1535932_audioevent_4549369.webm,"clear Horsfield's Bronze-cuckoo descending whistled bird call, isolated foreground call, sparse dry woodland background",resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1535932/site_257_item_1535932_audioevent_4549369/site_257_item_1535932_audioevent_4549369.webm,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1535932/site_257_item_1535932_audioevent_4549369/audio.wav,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1535932/site_257_item_1535932_audioevent_4549369/caption.txt,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1535932/site_257_item_1535932_audioevent_4549369/mel_spectrogram.npy,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1535932/site_257_item_1535932_audioevent_4549369/mel_spectrogram.png,ok,Pass,,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/quality_v1_relaxed/crops/horsfields_bronze_cuckoo/audioevent_4549369_crop_0.50s.wav,2.500,6.500,4.000,0.004316,0.004392,0.004346,0.023804,-0.151230,0.094340,0.905660,3114.912882,0.483671,0.380845,Fail,"clear Horsfield's Bronze-cuckoo descending whistled bird call, isolated foreground call, sparse dry woodland background"
4,4,horsfields_bronze_cuckoo,Horsfield's Bronze-cuckoo,Chrysococcyx basalis,1671719,11378,23534163,0.9997,6036.000,6039.000,3.000,3.000,6033.000,6042.000,9.000,2025-04-08T21:40:36Z,2025-04-09T07:40:36+10:00,dawn,BirdNET.results.csv,resources/site_257_bowra-dry-a/all_items_annotation/site_257_item_1671719/site_257_item_1671719.csv,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1671719/site_257_item_1671719_audioevent_23534163/site_257_item_1671719_audioevent_23534163.webm,"clear Horsfield's Bronze-cuckoo descending whistled bird call, isolated foreground call, sparse dry woodland background",resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1671719/site_257_item_1671719_audioevent_23534163/site_257_item_1671719_audioevent_23534163.webm,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1671719/site_257_item_1671719_audioevent_23534163/audio.wav,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1671719/site_257_item_1671719_audioevent_23534163/caption.txt,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1671719/site_257_item_1671719_audioevent_23534163/mel_spectrogram.npy,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1671719/site_257_item_1671719_audioevent_23534163/mel_spectrogram.png,ok,Pass,,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/quality_v1_relaxed/crops/horsfields_bronze_cuckoo/audioevent_23534163_crop_0.50s.wav,2.500,6.500,4.000,0.041718,0.048322,0.043885,0.361420,-1.276375,0.138365,0.861635,3534.259844,0.867245,-0.215998,Fail,"clear Horsfield's Bronze-cuckoo descending whistled bird call, isolated foreground call, sparse dry woodland background"
74,74,horsfields_bronze_cuckoo,Horsfield's Bronze-cuckoo,Chrysococcyx basalis,1402662,5842,23844269,0.9839,15.000,18.000,3.000,3.000,12.000,21.000,9.000,2024-01-03T00:20:03Z,2024-01-03T10:20:03+10:00,morning,BirdNET.results.csv,resources/site_257_bowra-dry-a/all_items_annotation/site_257_item_1402662/site_257_item_1402662.csv,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1402662/site_257_item_1402662_audioevent_23844269/site_257_item_1402662_audioevent_23844269.webm,"clear Horsfield's Bronze-cuckoo descending whistled bird call, isolated foreground call, sparse dry woodland background",resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1402662/site_257_item_1402662_audioevent_23844269/site_257_item_1402662_audioevent_23844269.webm,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1402662/site_257_item_1402662_audioevent_23844269/audio.wav,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1402662/site_257_item_1402662_audioevent_23844269/caption.txt,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1402662/site_257_item_1402662_audioevent_23844269/mel_spectrogram.npy,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1402662/site_257_item_1402662_audioevent_23844269/mel_spectrogram.png,ok,Pass,,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/quality_v1_relaxed/crops/horsfields_bronze_cuckoo/audioevent_23844269_crop_0.50s.wav,2.500,6.500,4.000,0.014401,0.016199,0.013985,0.091064,-1.022363,0.025157,0.974843,2102.075581,0.082898,-1.320476,Fail,"clear Horsfield's Bronze-cuckoo descending whistled bird call, isolated foreground call, sparse dry woodland background"
80,80,horsfields_bronze_cuckoo,Horsfield's Bronze-cuckoo,Chrysococcyx basalis,1536789,7762,22638191,0.9583,678.000,681.000,3.000,3.000,675.000,684.000,9.000,2024-06-10T22:11:18Z,2024-06-11T08:11:18+10:00,morning,BirdNET.results.csv,resources/site_257_bowra-dry-a/all_items_annotation/site_257_item_1536789/site_257_item_1536789.csv,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1536789/site_257_item_1536789_audioevent_22638191/site_257_item_1536789_audioevent_22638191.webm,"clear Horsfield's Bronze-cuckoo descending whistled bird call, isolated foreground call, sparse dry woodland background",resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1536789/site_257_item_1536789_audioevent_22638191/site_257_item_1536789_audioevent_22638191.webm,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1536789/site_257_item_1536789_audioevent_22638191/audio.wav,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1536789/site_257_item_1536789_audioevent_22638191/caption.txt,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1536789/site_257_item_1536789_audioevent_22638191/mel_spectrogram.npy,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1536789/site_257_item_1536789_audioevent_22638191/mel_spectrogram.png,ok,Pass,,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/quality_v1_relaxed/crops/horsfields_bronze_cuckoo/audioevent_22638191_crop_0.50s.wav,2.500,6.500,4.000,0.002702,0.002983,0.002655,0.015167,-0.859176,0.006289,0.993711,2451.611443,0.088992,-1.383704,Fail,"clear Horsfield's Bronze-cuckoo descending whistled bird call, isolated foreground call, sparse dry woodland background"
73,73,horsfields_bronze_cuckoo,Horsfield's Bronze-cuckoo,Chrysococcyx basalis,1672183,12060,20598228,0.9859,162.000,165.000,3.000,3.000,159.000,168.000,9.000,2025-06-04T23:41:16Z,2025-06-05T09:41:16+10:00,morning,BirdNET.results.csv,resources/site_257_bowra-dry-a/all_items_annotation/site_257_item_1672183/site_257_item_1672183.csv,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1672183/site_257_item_1672183_audioevent_20598228/site_257_item_1672183_audioevent_20598228.webm,"clear Horsfield's Bronze-cuckoo descending whistled bird call, isolated foreground call, sparse dry woodland background",resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1672183/site_257_item_1672183_audioevent_20598228/site_257_item_1672183_audioevent_20598228.webm,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1672183/site_257_item_1672183_audioevent_20598228/audio.wav,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1672183/site_257_item_1672183_audioevent_20598228/caption.txt,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1672183/site_257_item_1672183_audioevent_20598228/mel_spectrogram.npy,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1672183/site_257_item_1672183_audioevent_20598228/mel_spectrogram.png,ok,Pass,,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/quality_v1_relaxed/crops/horsfields_bronze_cuckoo/audioevent_20598228_crop_0.50s.wav,2.500,6.500,4.000,0.007793,0.010906,0.007480,0.032867,-2.918626,0.006289,0.993711,2248.792214,0.032958,-3.443154,Fail,"clear Horsfield's Bronze-cuckoo descending whistled bird call, isolated foreground call, sparse dry woodland background"
36,36,horsfields_bronze_cuckoo,Horsfield's Bronze-cuckoo,Chrysococcyx basalis,1401636,5600,7672803,0.9559,1137.000,1140.000,3.000,3.000,1134.000,1143.000,9.000,2023-12-13T21:29:24Z,2023-12-14T07:29:24+10:00,dawn,BirdNET.results.csv,resources/site_257_bowra-dry-a/all_items_annotation/site_257_item_1401636/site_257_item_1401636.csv,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1401636/site_257_item_1401636_audioevent_7672803/site_257_item_1401636_audioevent_7672803.webm,"clear Horsfield's Bronze-cuckoo descending whistled bird call, isolated foreground call, sparse dry woodland background",resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1401636/site_257_item_1401636_audioevent_7672803/site_257_item_1401636_audioevent_7672803.webm,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1401636/site_257_item_1401636_audioevent_7672803/audio.wav,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1401636/site_257_item_1401636_audioevent_7672803/caption.txt,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1401636/site_257_item_1401636_audioevent_7672803/mel_spectrogram.npy,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/segments/site_257_item_1401636/site_257_item_1401636_audioevent_7672803/mel_spectrogram.png,ok,Pass,,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/quality_v1_relaxed/crops/horsfields_bronze_cuckoo/audioevent_7672803_crop_0.50s.wav,2.500,6.500,4.000,0.037746,0.069714,0.044066,0.344727,-5.329019,0.031447,0.968553,2493.091746,0.074598,-5.551660,Fail,"clear Horsfield's Bronze-cuckoo descending whistled bird call, isolated foreground call, sparse dry woodland background"
