snippet_id,event_type,species_common_name,species_scientific_name,audio_event_id,audio_path,score,quality_score,diel_bin,season,duration_s,recording_id,event_start_seconds,event_end_seconds,source_manifest,verdict,notes
horsfields_bronze_cuckoo_ref36_7672803,horsfields_bronze_cuckoo,Horsfield's Bronze-cuckoo,Chrysococcyx basalis,7672803,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/quality_v1_relaxed/crops/horsfields_bronze_cuckoo/audioevent_7672803_crop_0.50s.wav,0.9559,-5.551660,dawn,summer,4.000,1401636,1137.000,1140.000,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/manual_audit_horsfields_bronze_cuckoo_pass24_trainset.csv,Pass,
horsfields_bronze_cuckoo_ref52_11250378,horsfields_bronze_cuckoo,Horsfield's Bronze-cuckoo,Chrysococcyx basalis,11250378,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/quality_v1_relaxed/crops/horsfields_bronze_cuckoo/audioevent_11250378_crop_0.50s.wav,0.9992,-5.750840,morning,summer,7.000,1402704,3360.000,3366.000,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/manual_audit_horsfields_bronze_cuckoo_pass24_trainset.csv,Pass,
horsfields_bronze_cuckoo_ref48_18703153,horsfields_bronze_cuckoo,Horsfield's Bronze-cuckoo,Chrysococcyx basalis,18703153,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/quality_v1_relaxed/crops/horsfields_bronze_cuckoo/audioevent_18703153_crop_0.50s.wav,0.9998,-7.314961,morning,winter,4.000,1681511,5709.000,5712.000,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/bronze_cuckoo_natural_core_v1/manual_audit_horsfields_bronze_cuckoo_pass24_trainset.csv,Pass,
splendid_fairywren_natural1_13404993,splendid_fairywren,Splendid Fairywren,Malurus splendens,13404993,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/quality_v2_relaxed/crops/splendid_fairywren/audioevent_13404993_crop_0.50s.wav,0.9850,16.857355,dawn,winter,6.000,1536304,318.000,324.000,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/natural_core_v1/manual_audit_splendid_fairywren_natural_core_top55.csv,Pass,
splendid_fairywren_natural2_5745720,splendid_fairywren,Splendid Fairywren,Malurus splendens,5745720,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/quality_v2_relaxed/crops/splendid_fairywren/audioevent_5745720_crop_0.50s.wav,0.9563,12.529019,dawn,autumn,6.000,216491,315.000,321.000,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/natural_core_v1/manual_audit_splendid_fairywren_natural_core_top55.csv,Pass,
splendid_fairywren_natural3_13845957,splendid_fairywren,Splendid Fairywren,Malurus splendens,13845957,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/quality_v2_relaxed/crops/splendid_fairywren/audioevent_13845957_crop_0.50s.wav,0.9184,17.075697,dawn,spring,6.000,1678678,3738.000,3744.000,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/natural_core_v1/manual_audit_splendid_fairywren_natural_core_top55.csv,Pass,
splendid_fairywren_natural4_18788757,splendid_fairywren,Splendid Fairywren,Malurus splendens,18788757,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/quality_v2_relaxed/crops/splendid_fairywren/audioevent_18788757_crop_0.50s.wav,0.9703,7.501431,dawn,spring,6.000,1677069,4524.000,4530.000,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/natural_core_v1/manual_audit_splendid_fairywren_natural_core_top55.csv,Pass,
splendid_fairywren_natural5_23761524,splendid_fairywren,Splendid Fairywren,Malurus splendens,23761524,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/quality_v2_relaxed/crops/splendid_fairywren/audioevent_23761524_crop_0.50s.wav,0.9891,6.464093,dawn,summer,3.000,1677520,4119.000,4122.000,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/natural_core_v1/manual_audit_splendid_fairywren_natural_core_top55.csv,Pass,
splendid_fairywren_natural6_23826720,splendid_fairywren,Splendid Fairywren,Malurus splendens,23826720,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/quality_v2_relaxed/crops/splendid_fairywren/audioevent_23826720_crop_0.50s.wav,0.9748,22.002473,dawn,spring,6.000,1536133,7173.000,7179.000,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/natural_core_v1/manual_audit_splendid_fairywren_natural_core_top55.csv,Pass,
splendid_fairywren_natural7_16425656,splendid_fairywren,Splendid Fairywren,Malurus splendens,16425656,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/quality_v2_relaxed/crops/splendid_fairywren/audioevent_16425656_crop_0.50s.wav,0.9443,13.843533,dawn,summer,3.000,1402213,3705.000,3708.000,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/natural_core_v1/manual_audit_splendid_fairywren_natural_core_top55.csv,Pass,
splendid_fairywren_natural8_6904411,splendid_fairywren,Splendid Fairywren,Malurus splendens,6904411,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/quality_v2_relaxed/crops/splendid_fairywren/audioevent_6904411_crop_0.50s.wav,0.9925,18.882419,dawn,summer,3.000,1402591,4278.000,4281.000,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/natural_core_v1/manual_audit_splendid_fairywren_natural_core_top55.csv,Pass,
splendid_fairywren_natural9_15251544,splendid_fairywren,Splendid Fairywren,Malurus splendens,15251544,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/quality_v2_relaxed/crops/splendid_fairywren/audioevent_15251544_crop_0.50s.wav,0.9925,4.514412,dawn,summer,3.000,1679222,3753.000,3756.000,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/natural_core_v1/manual_audit_splendid_fairywren_natural_core_top55.csv,Pass,
splendid_fairywren_natural10_3797024,splendid_fairywren,Splendid Fairywren,Malurus splendens,3797024,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/quality_v2_relaxed/crops/splendid_fairywren/audioevent_3797024_crop_0.50s.wav,0.9967,23.341146,dawn,autumn,3.000,1535461,534.000,537.000,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/natural_core_v1/manual_audit_splendid_fairywren_natural_core_top55.csv,Pass,
splendid_fairywren_natural11_15431194,splendid_fairywren,Splendid Fairywren,Malurus splendens,15431194,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/quality_v2_relaxed/crops/splendid_fairywren/audioevent_15431194_crop_0.50s.wav,0.9863,5.107195,dawn,summer,3.000,1402246,3681.000,3684.000,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/natural_core_v1/manual_audit_splendid_fairywren_natural_core_top55.csv,Pass,
splendid_fairywren_natural12_24065199,splendid_fairywren,Splendid Fairywren,Malurus splendens,24065199,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/quality_v2_relaxed/crops/splendid_fairywren/audioevent_24065199_crop_0.50s.wav,0.9901,13.348132,dawn,summer,3.000,1401800,6585.000,6588.000,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/natural_core_v1/manual_audit_splendid_fairywren_natural_core_top55.csv,Pass,
splendid_fairywren_natural13_13490756,splendid_fairywren,Splendid Fairywren,Malurus splendens,13490756,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/quality_v2_relaxed/crops/splendid_fairywren/audioevent_13490756_crop_0.50s.wav,0.9851,25.675880,dawn,spring,3.000,445539,678.000,681.000,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/natural_core_v1/manual_audit_splendid_fairywren_natural_core_top55.csv,Pass,
splendid_fairywren_natural14_2247215,splendid_fairywren,Splendid Fairywren,Malurus splendens,2247215,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/quality_v2_relaxed/crops/splendid_fairywren/audioevent_2247215_crop_0.50s.wav,0.9902,17.980453,dawn,summer,3.000,1676758,3825.000,3828.000,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/natural_core_v1/manual_audit_splendid_fairywren_natural_core_top55.csv,Pass,
splendid_fairywren_natural15_4549431,splendid_fairywren,Splendid Fairywren,Malurus splendens,4549431,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/quality_v2_relaxed/crops/splendid_fairywren/audioevent_4549431_crop_0.50s.wav,0.9752,9.238706,morning,winter,6.000,1535932,6264.000,6270.000,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/natural_core_v1/manual_audit_splendid_fairywren_natural_core_top55.csv,Pass,
splendid_fairywren_natural16_1207427,splendid_fairywren,Splendid Fairywren,Malurus splendens,1207427,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/quality_v2_relaxed/crops/splendid_fairywren/audioevent_1207427_crop_0.50s.wav,0.9968,6.310271,dawn,summer,3.000,1401651,6141.000,6144.000,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/natural_core_v1/manual_audit_splendid_fairywren_natural_core_top55.csv,Pass,
splendid_fairywren_natural17_15189123,splendid_fairywren,Splendid Fairywren,Malurus splendens,15189123,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/quality_v2_relaxed/crops/splendid_fairywren/audioevent_15189123_crop_0.50s.wav,0.9979,21.138480,dawn,spring,3.000,1677472,3360.000,3363.000,resources/site_257_bowra-dry-a/layer_c_retrieval_cuckoo_fairywren/fairywren/retrieval_pool_v3_target30/manual_audit_splendid_fairywren_target30_supplement14.csv,Pass,selected to expand Fairywren retrieval pool to 30; pending human audit
splendid_fairywren_natural18_374366,splendid_fairywren,Splendid Fairywren,Malurus splendens,374366,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/quality_v2_relaxed/crops/splendid_fairywren/audioevent_374366_crop_0.50s.wav,0.9865,21.900955,dawn,summer,3.000,1679728,3999.000,4002.000,resources/site_257_bowra-dry-a/layer_c_retrieval_cuckoo_fairywren/fairywren/retrieval_pool_v3_target30/manual_audit_splendid_fairywren_target30_supplement14.csv,Pass,selected to expand Fairywren retrieval pool to 30; pending human audit
splendid_fairywren_natural19_4326983,splendid_fairywren,Splendid Fairywren,Malurus splendens,4326983,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/quality_v2_relaxed/crops/splendid_fairywren/audioevent_4326983_crop_0.50s.wav,0.9960,12.988512,dawn,spring,3.000,1401013,6318.000,6321.000,resources/site_257_bowra-dry-a/layer_c_retrieval_cuckoo_fairywren/fairywren/retrieval_pool_v3_target30/manual_audit_splendid_fairywren_target30_supplement14.csv,Pass,selected to expand Fairywren retrieval pool to 30; pending human audit
splendid_fairywren_natural20_24116609,splendid_fairywren,Splendid Fairywren,Malurus splendens,24116609,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/quality_v2_relaxed/crops/splendid_fairywren/audioevent_24116609_crop_0.50s.wav,0.9964,2.759839,dawn,spring,3.000,1682419,5682.000,5685.000,resources/site_257_bowra-dry-a/layer_c_retrieval_cuckoo_fairywren/fairywren/retrieval_pool_v3_target30/manual_audit_splendid_fairywren_target30_supplement14.csv,Pass,selected to expand Fairywren retrieval pool to 30; pending human audit
splendid_fairywren_natural21_8023212,splendid_fairywren,Splendid Fairywren,Malurus splendens,8023212,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/quality_v2_relaxed/crops/splendid_fairywren/audioevent_8023212_crop_0.50s.wav,0.9969,0.487212,dawn,spring,3.000,1399627,468.000,471.000,resources/site_257_bowra-dry-a/layer_c_retrieval_cuckoo_fairywren/fairywren/retrieval_pool_v3_target30/manual_audit_splendid_fairywren_target30_supplement14.csv,Pass,selected to expand Fairywren retrieval pool to 30; pending human audit
splendid_fairywren_natural22_4716425,splendid_fairywren,Splendid Fairywren,Malurus splendens,4716425,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/quality_v2_relaxed/crops/splendid_fairywren/audioevent_4716425_crop_0.50s.wav,0.9943,0.470836,dawn,summer,3.000,1402663,3978.000,3981.000,resources/site_257_bowra-dry-a/layer_c_retrieval_cuckoo_fairywren/fairywren/retrieval_pool_v3_target30/manual_audit_splendid_fairywren_target30_supplement14.csv,Pass,selected to expand Fairywren retrieval pool to 30; pending human audit
splendid_fairywren_natural23_5016886,splendid_fairywren,Splendid Fairywren,Malurus splendens,5016886,resources/site_257_bowra-dry-a/layer_c_smoke_fairywren_robin_bellbird/quality_v2_relaxed/crops/splendid_fairywren/audioevent_5016886_crop_0.50s.wav,0.9953,0.499139,dawn,spring,3.000,1399690,258.000,261.000,resources/site_257_bowra-dry-a/layer_c_retrieval_cuckoo_fairywren/fairywren/retrieval_pool_v3_target30/manual_audit_splendid_fairywren_target30_supplement14.csv,Pass,selected to expand Fairywren retrieval pool to 30; pending human audit
