clip_id,segment_id,recording_id,recording_date,diel_bin,season,split,duration_s,audio_path,caption,temperature_c,humidity_pct,wind_speed_ms,status
0011_1313480_clip004_s000,1313480_clip004_s000,1313480,2023-05-23,afternoon,autumn,train,14.164,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0011_1313480_clip004_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0012_1313480_clip005_s000,1313480_clip005_s000,1313480,2023-05-23,afternoon,autumn,train,24.451,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0012_1313480_clip005_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0013_1313480_clip005_s001,1313480_clip005_s001,1313480,2023-05-23,afternoon,autumn,train,10.495,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0013_1313480_clip005_s001/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0014_1313480_clip006_s000,1313480_clip006_s000,1313480,2023-05-23,afternoon,autumn,train,12.492,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0014_1313480_clip006_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0015_1313480_clip006_s001,1313480_clip006_s001,1313480,2023-05-23,afternoon,autumn,train,11.726,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0015_1313480_clip006_s001/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0016_1313480_clip006_s002,1313480_clip006_s002,1313480,2023-05-23,afternoon,autumn,train,16.625,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0016_1313480_clip006_s002/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0017_1313480_clip008_s000,1313480_clip008_s000,1313480,2023-05-23,afternoon,autumn,train,11.447,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0017_1313480_clip008_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0018_1313480_clip009_s000,1313480_clip009_s000,1313480,2023-05-23,afternoon,autumn,train,19.435,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0018_1313480_clip009_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0019_1313480_clip009_s001,1313480_clip009_s001,1313480,2023-05-23,afternoon,autumn,val,15.047,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0019_1313480_clip009_s001/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0020_1313480_clip009_s002,1313480_clip009_s002,1313480,2023-05-23,afternoon,autumn,val,10.31,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0020_1313480_clip009_s002/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0021_1313480_clip013_s000,1313480_clip013_s000,1313480,2023-05-23,afternoon,autumn,train,12.353,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0021_1313480_clip013_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0022_1313480_clip013_s001,1313480_clip013_s001,1313480,2023-05-23,afternoon,autumn,train,15.418,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0022_1313480_clip013_s001/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0023_1313480_clip013_s002,1313480_clip013_s002,1313480,2023-05-23,afternoon,autumn,train,16.022,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0023_1313480_clip013_s002/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0024_1313480_clip015_s000,1313480_clip015_s000,1313480,2023-05-23,afternoon,autumn,train,10.008,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0024_1313480_clip015_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0025_1313480_clip015_s001,1313480_clip015_s001,1313480,2023-05-23,afternoon,autumn,train,14.489,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0025_1313480_clip015_s001/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0026_1313480_clip015_s002,1313480_clip015_s002,1313480,2023-05-23,afternoon,autumn,train,18.855,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0026_1313480_clip015_s002/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0027_1313480_clip015_s003,1313480_clip015_s003,1313480,2023-05-23,afternoon,autumn,train,11.355,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0027_1313480_clip015_s003/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0028_1313480_clip015_s004,1313480_clip015_s004,1313480,2023-05-23,afternoon,autumn,train,15.906,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0028_1313480_clip015_s004/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0029_1313480_clip017_s000,1313480_clip017_s000,1313480,2023-05-23,afternoon,autumn,train,10.333,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0029_1313480_clip017_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0030_1313480_clip017_s001,1313480_clip017_s001,1313480,2023-05-23,afternoon,autumn,train,16.509,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0030_1313480_clip017_s001/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0031_1313480_clip018_s000,1313480_clip018_s000,1313480,2023-05-23,afternoon,autumn,train,29.814,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0031_1313480_clip018_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0032_1313480_clip018_s001,1313480_clip018_s001,1313480,2023-05-23,afternoon,autumn,val,10.751,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0032_1313480_clip018_s001/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0033_1313480_clip018_s002,1313480_clip018_s002,1313480,2023-05-23,afternoon,autumn,train,11.865,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0033_1313480_clip018_s002/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0034_1313480_clip018_s003,1313480_clip018_s003,1313480,2023-05-23,afternoon,autumn,train,21.409,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0034_1313480_clip018_s003/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0035_1313480_clip019_s000,1313480_clip019_s000,1313480,2023-05-23,afternoon,autumn,train,15.023,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0035_1313480_clip019_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0036_1313480_clip019_s001,1313480_clip019_s001,1313480,2023-05-23,afternoon,autumn,train,10.519,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0036_1313480_clip019_s001/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0037_1313480_clip020_s000,1313480_clip020_s000,1313480,2023-05-23,afternoon,autumn,train,22.059,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0037_1313480_clip020_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0038_1313480_clip020_s001,1313480_clip020_s001,1313480,2023-05-23,afternoon,autumn,train,17.624,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0038_1313480_clip020_s001/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0039_1313480_clip023_s000,1313480_clip023_s000,1313480,2023-05-23,afternoon,autumn,train,11.029,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0039_1313480_clip023_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0040_1313480_clip024_s000,1313480_clip024_s000,1313480,2023-05-23,afternoon,autumn,train,11.099,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0040_1313480_clip024_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (23C), dry air, still, no music, no machinery",22.82,18.65,0.38,ok
0041_1402577_clip002_s000,1402577_clip002_s000,1402577,2024-03-06,afternoon,autumn,train,11.656,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0041_1402577_clip002_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, hot (38C), dry air, moderate wind, no music, no machinery",38.44,24.12,3.45,ok
0042_1402577_clip009_s000,1402577_clip009_s000,1402577,2024-03-06,afternoon,autumn,train,15.511,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0042_1402577_clip009_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, hot (38C), dry air, moderate wind, no music, no machinery",38.44,24.12,3.45,ok
0043_1402577_clip011_s000,1402577_clip011_s000,1402577,2024-03-06,afternoon,autumn,train,13.119,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0043_1402577_clip011_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, hot (38C), dry air, moderate wind, no music, no machinery",38.44,24.12,3.45,ok
0044_1402577_clip021_s000,1402577_clip021_s000,1402577,2024-03-06,afternoon,autumn,train,16.533,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0044_1402577_clip021_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, hot (38C), dry air, moderate wind, no music, no machinery",38.44,24.12,3.45,ok
0045_1402577_clip023_s000,1402577_clip023_s000,1402577,2024-03-06,afternoon,autumn,train,14.28,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0045_1402577_clip023_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, hot (38C), dry air, moderate wind, no music, no machinery",38.44,24.12,3.45,ok
0046_1535770_clip009_s000,1535770_clip009_s000,1535770,2024-03-26,afternoon,autumn,val,11.703,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0046_1535770_clip009_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, hot (33C), dry air, moderate wind, no music, no machinery",32.74,17.86,3.84,ok
0047_1535770_clip011_s000,1535770_clip011_s000,1535770,2024-03-26,afternoon,autumn,train,10.681,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0047_1535770_clip011_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, hot (33C), dry air, moderate wind, no music, no machinery",32.74,17.86,3.84,ok
0048_1535770_clip012_s000,1535770_clip012_s000,1535770,2024-03-26,afternoon,autumn,train,10.751,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0048_1535770_clip012_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, hot (33C), dry air, moderate wind, no music, no machinery",32.74,17.86,3.84,ok
0049_1535770_clip012_s001,1535770_clip012_s001,1535770,2024-03-26,afternoon,autumn,train,12.91,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0049_1535770_clip012_s001/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, hot (33C), dry air, moderate wind, no music, no machinery",32.74,17.86,3.84,ok
0050_1535770_clip023_s000,1535770_clip023_s000,1535770,2024-03-26,afternoon,autumn,train,10.147,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0050_1535770_clip023_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, hot (33C), dry air, moderate wind, no music, no machinery",32.74,17.86,3.84,ok
0051_1536463_clip001_s000,1536463_clip001_s000,1536463,2024-04-23,afternoon,autumn,val,14.698,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0051_1536463_clip001_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, warm (30C), dry air, moderate wind, no music, no machinery",29.86,27.22,2.91,ok
0052_1536463_clip005_s000,1536463_clip005_s000,1536463,2024-04-23,afternoon,autumn,train,10.565,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0052_1536463_clip005_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, warm (30C), dry air, moderate wind, no music, no machinery",29.86,27.22,2.91,ok
0053_1536463_clip007_s000,1536463_clip007_s000,1536463,2024-04-23,afternoon,autumn,train,13.096,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0053_1536463_clip007_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, warm (30C), dry air, moderate wind, no music, no machinery",29.86,27.22,2.91,ok
0054_1536463_clip008_s000,1536463_clip008_s000,1536463,2024-04-23,afternoon,autumn,train,11.099,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0054_1536463_clip008_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, warm (30C), dry air, moderate wind, no music, no machinery",29.86,27.22,2.91,ok
0055_1536463_clip009_s000,1536463_clip009_s000,1536463,2024-04-23,afternoon,autumn,train,11.447,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0055_1536463_clip009_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, warm (30C), dry air, moderate wind, no music, no machinery",29.86,27.22,2.91,ok
0056_1536463_clip009_s001,1536463_clip009_s001,1536463,2024-04-23,afternoon,autumn,train,10.519,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0056_1536463_clip009_s001/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, warm (30C), dry air, moderate wind, no music, no machinery",29.86,27.22,2.91,ok
0057_1536463_clip010_s000,1536463_clip010_s000,1536463,2024-04-23,afternoon,autumn,train,11.099,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0057_1536463_clip010_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, warm (30C), dry air, moderate wind, no music, no machinery",29.86,27.22,2.91,ok
0058_1536463_clip011_s000,1536463_clip011_s000,1536463,2024-04-23,afternoon,autumn,train,11.308,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0058_1536463_clip011_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, warm (30C), dry air, moderate wind, no music, no machinery",29.86,27.22,2.91,ok
0059_1536463_clip011_s001,1536463_clip011_s001,1536463,2024-04-23,afternoon,autumn,train,15.418,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0059_1536463_clip011_s001/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, warm (30C), dry air, moderate wind, no music, no machinery",29.86,27.22,2.91,ok
0060_1536463_clip012_s000,1536463_clip012_s000,1536463,2024-04-23,afternoon,autumn,train,16.765,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0060_1536463_clip012_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, warm (30C), dry air, moderate wind, no music, no machinery",29.86,27.22,2.91,ok
0061_1536463_clip020_s000,1536463_clip020_s000,1536463,2024-04-23,afternoon,autumn,train,11.378,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0061_1536463_clip020_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, warm (30C), dry air, moderate wind, no music, no machinery",29.86,27.22,2.91,ok
0062_1536463_clip020_s001,1536463_clip020_s001,1536463,2024-04-23,afternoon,autumn,train,10.658,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0062_1536463_clip020_s001/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, warm (30C), dry air, moderate wind, no music, no machinery",29.86,27.22,2.91,ok
0063_1536463_clip021_s000,1536463_clip021_s000,1536463,2024-04-23,afternoon,autumn,train,19.505,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0063_1536463_clip021_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, warm (30C), dry air, moderate wind, no music, no machinery",29.86,27.22,2.91,ok
0064_1536463_clip021_s001,1536463_clip021_s001,1536463,2024-04-23,afternoon,autumn,train,10.751,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0064_1536463_clip021_s001/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, warm (30C), dry air, moderate wind, no music, no machinery",29.86,27.22,2.91,ok
0065_1535281_clip005_s000,1535281_clip005_s000,1535281,2024-05-13,afternoon,autumn,train,11.749,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0065_1535281_clip005_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (24C), moderate humidity, moderate wind, no music, no machinery",23.63,41.14,3.43,ok
0066_1535281_clip005_s001,1535281_clip005_s001,1535281,2024-05-13,afternoon,autumn,train,21.084,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0066_1535281_clip005_s001/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (24C), moderate humidity, moderate wind, no music, no machinery",23.63,41.14,3.43,ok
0067_1535281_clip005_s002,1535281_clip005_s002,1535281,2024-05-13,afternoon,autumn,train,12.678,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0067_1535281_clip005_s002/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (24C), moderate humidity, moderate wind, no music, no machinery",23.63,41.14,3.43,ok
0068_1535281_clip005_s003,1535281_clip005_s003,1535281,2024-05-13,afternoon,autumn,val,11.308,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0068_1535281_clip005_s003/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (24C), moderate humidity, moderate wind, no music, no machinery",23.63,41.14,3.43,ok
0069_1535281_clip005_s004,1535281_clip005_s004,1535281,2024-05-13,afternoon,autumn,train,17.717,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0069_1535281_clip005_s004/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (24C), moderate humidity, moderate wind, no music, no machinery",23.63,41.14,3.43,ok
0070_1535281_clip006_s000,1535281_clip006_s000,1535281,2024-05-13,afternoon,autumn,train,17.949,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0070_1535281_clip006_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (24C), moderate humidity, moderate wind, no music, no machinery",23.63,41.14,3.43,ok
0071_1535281_clip006_s001,1535281_clip006_s001,1535281,2024-05-13,afternoon,autumn,train,24.636,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0071_1535281_clip006_s001/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (24C), moderate humidity, moderate wind, no music, no machinery",23.63,41.14,3.43,ok
0072_1535281_clip006_s002,1535281_clip006_s002,1535281,2024-05-13,afternoon,autumn,train,13.909,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0072_1535281_clip006_s002/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (24C), moderate humidity, moderate wind, no music, no machinery",23.63,41.14,3.43,ok
0073_1535281_clip006_s003,1535281_clip006_s003,1535281,2024-05-13,afternoon,autumn,train,10.751,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0073_1535281_clip006_s003/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (24C), moderate humidity, moderate wind, no music, no machinery",23.63,41.14,3.43,ok
0074_1535281_clip014_s000,1535281_clip014_s000,1535281,2024-05-13,afternoon,autumn,train,10.031,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0074_1535281_clip014_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (24C), moderate humidity, moderate wind, no music, no machinery",23.63,41.14,3.43,ok
0075_1535281_clip018_s000,1535281_clip018_s000,1535281,2024-05-13,afternoon,autumn,train,10.031,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0075_1535281_clip018_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (24C), moderate humidity, moderate wind, no music, no machinery",23.63,41.14,3.43,ok
0076_1535281_clip022_s000,1535281_clip022_s000,1535281,2024-05-13,afternoon,autumn,train,11.146,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0076_1535281_clip022_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (24C), moderate humidity, moderate wind, no music, no machinery",23.63,41.14,3.43,ok
0077_1535281_clip023_s000,1535281_clip023_s000,1535281,2024-05-13,afternoon,autumn,train,18.576,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0077_1535281_clip023_s000/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (24C), moderate humidity, moderate wind, no music, no machinery",23.63,41.14,3.43,ok
0078_1535281_clip023_s001,1535281_clip023_s001,1535281,2024-05-13,afternoon,autumn,train,11.029,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0078_1535281_clip023_s001/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (24C), moderate humidity, moderate wind, no music, no machinery",23.63,41.14,3.43,ok
0079_1535281_clip023_s002,1535281_clip023_s002,1535281,2024-05-13,afternoon,autumn,train,11.842,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0079_1535281_clip023_s002/audio.wav,"afternoon autumn ambient soundscape, Bowra dry woodland, Australia, mild (24C), moderate humidity, moderate wind, no music, no machinery",23.63,41.14,3.43,ok
