clip_id,segment_id,recording_id,recording_date,diel_bin,season,split,duration_s,audio_path,caption,temperature_c,humidity_pct,wind_speed_ms,status
0573_5392_clip006_s000,5392_clip006_s000,5392,2019-09-01,night,spring,train,10.31,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0573_5392_clip006_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0574_5392_clip007_s000,5392_clip007_s000,5392,2019-09-01,night,spring,train,10.612,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0574_5392_clip007_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0575_5392_clip007_s001,5392_clip007_s001,5392,2019-09-01,night,spring,train,10.658,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0575_5392_clip007_s001/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0576_5392_clip007_s002,5392_clip007_s002,5392,2019-09-01,night,spring,train,13.351,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0576_5392_clip007_s002/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0577_5392_clip007_s003,5392_clip007_s003,5392,2019-09-01,night,spring,train,10.472,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0577_5392_clip007_s003/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0578_5392_clip008_s000,5392_clip008_s000,5392,2019-09-01,night,spring,train,14.814,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0578_5392_clip008_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0579_5392_clip008_s001,5392_clip008_s001,5392,2019-09-01,night,spring,val,10.565,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0579_5392_clip008_s001/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0580_5392_clip009_s000,5392_clip009_s000,5392,2019-09-01,night,spring,train,12.353,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0580_5392_clip009_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0581_5392_clip009_s001,5392_clip009_s001,5392,2019-09-01,night,spring,train,17.949,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0581_5392_clip009_s001/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0582_5392_clip009_s002,5392_clip009_s002,5392,2019-09-01,night,spring,train,11.889,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0582_5392_clip009_s002/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0583_5392_clip009_s003,5392_clip009_s003,5392,2019-09-01,night,spring,train,10.17,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0583_5392_clip009_s003/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0584_5392_clip010_s000,5392_clip010_s000,5392,2019-09-01,night,spring,train,14.025,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0584_5392_clip010_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0585_5392_clip010_s001,5392_clip010_s001,5392,2019-09-01,night,spring,train,10.101,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0585_5392_clip010_s001/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0586_5392_clip010_s002,5392_clip010_s002,5392,2019-09-01,night,spring,train,11.262,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0586_5392_clip010_s002/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0587_5392_clip011_s000,5392_clip011_s000,5392,2019-09-01,night,spring,train,13.212,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0587_5392_clip011_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0588_5392_clip012_s000,5392_clip012_s000,5392,2019-09-01,night,spring,train,10.217,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0588_5392_clip012_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0589_5392_clip012_s001,5392_clip012_s001,5392,2019-09-01,night,spring,train,12.26,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0589_5392_clip012_s001/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0590_5392_clip014_s000,5392_clip014_s000,5392,2019-09-01,night,spring,train,11.122,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0590_5392_clip014_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0591_5392_clip015_s000,5392_clip015_s000,5392,2019-09-01,night,spring,train,10.426,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0591_5392_clip015_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0592_5392_clip015_s001,5392_clip015_s001,5392,2019-09-01,night,spring,train,12.074,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0592_5392_clip015_s001/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0593_5392_clip016_s000,5392_clip016_s000,5392,2019-09-01,night,spring,train,11.935,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0593_5392_clip016_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0594_5392_clip016_s001,5392_clip016_s001,5392,2019-09-01,night,spring,train,13.607,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0594_5392_clip016_s001/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0595_5392_clip016_s002,5392_clip016_s002,5392,2019-09-01,night,spring,train,10.426,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0595_5392_clip016_s002/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0596_5392_clip016_s003,5392_clip016_s003,5392,2019-09-01,night,spring,train,13.909,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0596_5392_clip016_s003/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0597_5392_clip017_s000,5392_clip017_s000,5392,2019-09-01,night,spring,train,12.934,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0597_5392_clip017_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0598_5392_clip018_s000,5392_clip018_s000,5392,2019-09-01,night,spring,train,14.257,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0598_5392_clip018_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0599_5392_clip019_s000,5392_clip019_s000,5392,2019-09-01,night,spring,train,11.447,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0599_5392_clip019_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0600_5392_clip020_s000,5392_clip020_s000,5392,2019-09-01,night,spring,train,11.61,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0600_5392_clip020_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0601_5392_clip022_s000,5392_clip022_s000,5392,2019-09-01,night,spring,train,13.839,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0601_5392_clip022_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0602_5392_clip024_s000,5392_clip024_s000,5392,2019-09-01,night,spring,train,10.913,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0602_5392_clip024_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (15C), dry air, light breeze, recorded 2019-09-01, no music, no machinery",15.03,32.72,1.37,ok
0603_5421_clip006_s000,5421_clip006_s000,5421,2019-09-23,night,spring,train,11.029,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0603_5421_clip006_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, cold (13C), dry air, moderate wind, recorded 2019-09-23, no music, no machinery",13.07,26.51,2.8,ok
0604_4883_clip001_s000,4883_clip001_s000,4883,2019-10-04,night,spring,train,13.119,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0604_4883_clip001_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0605_4883_clip001_s001,4883_clip001_s001,4883,2019-10-04,night,spring,train,12.005,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0605_4883_clip001_s001/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0606_4883_clip001_s002,4883_clip001_s002,4883,2019-10-04,night,spring,train,11.564,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0606_4883_clip001_s002/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0607_4883_clip001_s003,4883_clip001_s003,4883,2019-10-04,night,spring,train,10.263,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0607_4883_clip001_s003/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0608_4883_clip003_s000,4883_clip003_s000,4883,2019-10-04,night,spring,train,13.351,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0608_4883_clip003_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0609_4883_clip005_s000,4883_clip005_s000,4883,2019-10-04,night,spring,train,10.937,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0609_4883_clip005_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0610_4883_clip008_s000,4883_clip008_s000,4883,2019-10-04,night,spring,val,13.142,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0610_4883_clip008_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0611_4883_clip009_s000,4883_clip009_s000,4883,2019-10-04,night,spring,train,11.215,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0611_4883_clip009_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0612_4883_clip011_s000,4883_clip011_s000,4883,2019-10-04,night,spring,train,10.658,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0612_4883_clip011_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0613_4883_clip012_s000,4883_clip012_s000,4883,2019-10-04,night,spring,train,11.355,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0613_4883_clip012_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0614_4883_clip013_s000,4883_clip013_s000,4883,2019-10-04,night,spring,train,10.635,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0614_4883_clip013_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0615_4883_clip013_s001,4883_clip013_s001,4883,2019-10-04,night,spring,train,12.028,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0615_4883_clip013_s001/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0616_4883_clip014_s000,4883_clip014_s000,4883,2019-10-04,night,spring,train,11.819,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0616_4883_clip014_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0617_4883_clip014_s001,4883_clip014_s001,4883,2019-10-04,night,spring,train,10.379,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0617_4883_clip014_s001/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0618_4883_clip015_s000,4883_clip015_s000,4883,2019-10-04,night,spring,train,10.472,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0618_4883_clip015_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0619_4883_clip015_s001,4883_clip015_s001,4883,2019-10-04,night,spring,train,16.974,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0619_4883_clip015_s001/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0620_4883_clip016_s000,4883_clip016_s000,4883,2019-10-04,night,spring,val,10.217,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0620_4883_clip016_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0621_4883_clip016_s001,4883_clip016_s001,4883,2019-10-04,night,spring,train,10.403,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0621_4883_clip016_s001/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0622_4883_clip017_s000,4883_clip017_s000,4883,2019-10-04,night,spring,train,13.491,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0622_4883_clip017_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0623_4883_clip017_s001,4883_clip017_s001,4883,2019-10-04,night,spring,val,12.098,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0623_4883_clip017_s001/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0624_4883_clip017_s002,4883_clip017_s002,4883,2019-10-04,night,spring,train,10.379,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0624_4883_clip017_s002/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0625_4883_clip018_s000,4883_clip018_s000,4883,2019-10-04,night,spring,train,10.751,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0625_4883_clip018_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0626_4883_clip020_s000,4883_clip020_s000,4883,2019-10-04,night,spring,train,10.286,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0626_4883_clip020_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0627_4883_clip020_s001,4883_clip020_s001,4883,2019-10-04,night,spring,train,15.209,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0627_4883_clip020_s001/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0628_4883_clip020_s002,4883_clip020_s002,4883,2019-10-04,night,spring,train,10.356,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0628_4883_clip020_s002/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0629_4883_clip021_s000,4883_clip021_s000,4883,2019-10-04,night,spring,train,12.19,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0629_4883_clip021_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0630_4883_clip021_s001,4883_clip021_s001,4883,2019-10-04,night,spring,train,14.257,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0630_4883_clip021_s001/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0631_4883_clip021_s002,4883_clip021_s002,4883,2019-10-04,night,spring,train,15.534,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0631_4883_clip021_s002/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0632_4883_clip022_s000,4883_clip022_s000,4883,2019-10-04,night,spring,val,12.121,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0632_4883_clip022_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0633_4883_clip023_s000,4883_clip023_s000,4883,2019-10-04,night,spring,train,10.797,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0633_4883_clip023_s000/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0634_4883_clip023_s001,4883_clip023_s001,4883,2019-10-04,night,spring,train,11.935,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0634_4883_clip023_s001/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0635_4883_clip023_s002,4883_clip023_s002,4883,2019-10-04,night,spring,train,14.002,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0635_4883_clip023_s002/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0636_4883_clip023_s003,4883_clip023_s003,4883,2019-10-04,night,spring,train,10.194,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0636_4883_clip023_s003/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
0637_4883_clip023_s004,4883_clip023_s004,4883,2019-10-04,night,spring,train,11.564,resources/site_257_bowra-dry-a/mvp1_all_conditioned_dataset/clips/0637_4883_clip023_s004/audio.wav,"night spring ambient soundscape, Bowra dry woodland, Australia, mild (24C), dry air, light breeze, recorded 2019-10-04, no music, no machinery",23.74,22.54,1.48,ok
